rfq_id,target_package,canonical_configuration_id,ground_truth_configuration_id,package_context,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,synthetic_engineer_utility,tie_break_jitter,synthetic_engineer_score,preference_label_provenance,preference_generation_method,is_ground_truth_configuration,engineer_rank,candidate_count,is_synthetic_engineer_choice,pairwise_comparison_count
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_541ce2492ce71d94,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,1.07211e-07,0.9210527387899473,SYNTHETIC,synthetic_engineer_v1,False,1,8,True,7
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_541ce2492ce71d94,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,2,2,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,9.9007e-08,0.849624159157376,SYNTHETIC,synthetic_engineer_v1,False,2,8,False,6
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_541ce2492ce71d94,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,0.4850232198142415,5.23342e-07,0.4850237431562415,SYNTHETIC,synthetic_engineer_v1,True,3,8,False,5
RFQ731-000006,X731,CFG731_3df9fddf845f3508,CFG731_541ce2492ce71d94,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4177438080495356,9.05517e-07,0.4177447135665356,SYNTHETIC,synthetic_engineer_v1,False,4,8,False,4
RFQ731-000006,X731,CFG731_8c429238b2628537,CFG731_541ce2492ce71d94,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4177438080495356,3.33089e-07,0.4177441411385356,SYNTHETIC,synthetic_engineer_v1,False,5,8,False,3
RFQ731-000006,X731,CFG731_42c4381af5ae3412,CFG731_541ce2492ce71d94,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.34558823529411775,0.3556114551083591,2.39452e-07,0.3556116945603591,SYNTHETIC,synthetic_engineer_v1,False,6,8,False,2
RFQ731-000006,X731,CFG731_d4dafb658c85c692,CFG731_541ce2492ce71d94,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,54.2,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.15808823529411767,0.23686145510835915,5.19116e-07,0.23686197422435915,SYNTHETIC,synthetic_engineer_v1,False,7,8,False,1
RFQ731-000006,X731,CFG731_6638f62366414007,CFG731_541ce2492ce71d94,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,51.8,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.11397058823529405,0.2324496904024768,7.19028e-07,0.2324504094304768,SYNTHETIC,synthetic_engineer_v1,False,8,8,False,0
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_134ecd7b8190bed1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,4,4,0,6,True,True,1.0,1.0,1.0,1.0,1.0,0.9052631578947369,8.35015e-07,0.9052639929097369,SYNTHETIC,synthetic_engineer_v1,False,1,8,True,7
RFQ731-000007,X731,CFG731_de67d4c164ed05bc,CFG731_134ecd7b8190bed1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,9,9,0,4,4,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8624060150375941,7.41764e-07,0.8624067568015941,SYNTHETIC,synthetic_engineer_v1,False,2,8,False,6
RFQ731-000007,X731,CFG731_5feb84333ab424ba,CFG731_134ecd7b8190bed1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,4,4,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8338345864661655,9.35296e-07,0.8338355217621655,SYNTHETIC,synthetic_engineer_v1,False,3,8,False,5
RFQ731-000007,X731,CFG731_404424158a3493ae,CFG731_134ecd7b8190bed1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,4,4,0,6,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8195488721804511,2.19539e-07,0.8195490917194511,SYNTHETIC,synthetic_engineer_v1,False,4,8,False,4
RFQ731-000007,X731,CFG731_bfee42801e80594e,CFG731_134ecd7b8190bed1,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,0.4696013931888545,2.08965e-07,0.46960160215385455,SYNTHETIC,synthetic_engineer_v1,False,5,8,False,3
RFQ731-000007,X731,CFG731_a59cc7e57b856164,CFG731_134ecd7b8190bed1,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,8.73835e-07,0.4019552082003251,SYNTHETIC,synthetic_engineer_v1,False,6,8,False,2
RFQ731-000007,X731,CFG731_1d78950cabc90332,CFG731_134ecd7b8190bed1,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,5.30718e-07,0.40195486508332506,SYNTHETIC,synthetic_engineer_v1,False,7,8,False,1
RFQ731-000007,X731,CFG731_134ecd7b8190bed1,CFG731_134ecd7b8190bed1,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,1.46427e-07,0.4019544807923251,SYNTHETIC,synthetic_engineer_v1,True,8,8,False,0
RFQ731-000008,G731ST-HT,CFG731_329b582435fea539,CFG731_b5710e5f11e2cbc2,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,4,4,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,6.70767e-07,0.849624730917376,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000008,G731ST-HT,CFG731_d03860c1f327a8d1,CFG731_b5710e5f11e2cbc2,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,4,4,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,2.32257e-07,0.8496242924073759,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000008,G731ST-HT,CFG731_b5710e5f11e2cbc2,CFG731_b5710e5f11e2cbc2,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,0.4146188080495356,2.22683e-07,0.4146190307325356,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000008,G731ST-HT,CFG731_3f42c988dc83cb23,CFG731_b5710e5f11e2cbc2,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.286764705882353,0.34972910216718267,1.39777e-07,0.34972924194418264,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000009,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_646d8903da63e1f0,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8654135338345865,8.6733e-07,0.8654144011645866,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000009,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8654135338345865,4.2159e-07,0.8654139554245865,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000010,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_9e44a82e6c1db982,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,5,5,0,6,True,True,1.0,1.0,1.0,1.0,1.0,0.9052631578947369,6.81874e-07,0.9052638397687369,SYNTHETIC,synthetic_engineer_v1,False,1,8,True,7
RFQ731-000010,G731ST-LT,CFG731_098817d766a37bc2,CFG731_9e44a82e6c1db982,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,8,8,0,5,5,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8624060150375941,6.24553e-07,0.862406639590594,SYNTHETIC,synthetic_engineer_v1,False,2,8,False,6
RFQ731-000010,G731ST-LT,CFG731_d3944f427f0609b6,CFG731_9e44a82e6c1db982,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,8,8,0,5,5,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8338345864661655,3.08328e-07,0.8338348947941655,SYNTHETIC,synthetic_engineer_v1,False,3,8,False,5
RFQ731-000010,G731ST-LT,CFG731_cc64ce3eaedacb17,CFG731_9e44a82e6c1db982,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,8,8,0,5,5,0,6,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8195488721804511,4.84435e-07,0.8195493566154511,SYNTHETIC,synthetic_engineer_v1,False,4,8,False,4
RFQ731-000010,G731ST-LT,CFG731_e1516ef53069d5e2,CFG731_9e44a82e6c1db982,G731ST-LT,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,0.4696013931888545,5.50365e-07,0.46960194355385454,SYNTHETIC,synthetic_engineer_v1,False,5,8,False,3
RFQ731-000010,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_9e44a82e6c1db982,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,8.3504e-07,0.40195516940532505,SYNTHETIC,synthetic_engineer_v1,False,6,8,False,2
RFQ731-000010,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_9e44a82e6c1db982,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,6.71986e-07,0.4019550063513251,SYNTHETIC,synthetic_engineer_v1,True,7,8,False,1
RFQ731-000010,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_9e44a82e6c1db982,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,2.81073e-07,0.40195461543832506,SYNTHETIC,synthetic_engineer_v1,False,8,8,False,0
RFQ731-000011,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_cd71ec2726e971ef,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,13,13,0,1,1,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,7.17931e-07,0.9210533495099473,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000011,G731ST-HT,CFG731_cd71ec2726e971ef,CFG731_cd71ec2726e971ef,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,1,1,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,9.8098e-07,0.849625041130376,SYNTHETIC,synthetic_engineer_v1,True,2,4,False,2
RFQ731-000011,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_cd71ec2726e971ef,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,13,13,0,1,1,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4177438080495356,4.40833e-07,0.4177442488825356,SYNTHETIC,synthetic_engineer_v1,False,3,4,False,1
RFQ731-000011,G731ST-HT,CFG731_708466e4f37148f0,CFG731_cd71ec2726e971ef,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,13,13,0,1,1,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4177438080495356,4.4944e-08,0.4177438529935356,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000012,X731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.8,11,11,0,5,5,0,3,True,True,0.0,0.5,0.0,0.0,0.37132352941176466,0.38976393188854486,6.8933e-07,0.3897646212185449,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000013,X731,CFG731_e80085d86d0bbfa9,CFG731_6526112621a9ee97,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8654135338345865,5.40599e-07,0.8654140744335865,SYNTHETIC,synthetic_engineer_v1,False,1,3,True,2
RFQ731-000013,X731,CFG731_b86fda83f997f894,CFG731_6526112621a9ee97,x731,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,5,5,0,4,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8511278195488722,2.01164e-07,0.8511280207128722,SYNTHETIC,synthetic_engineer_v1,False,2,3,False,1
RFQ731-000013,X731,CFG731_6526112621a9ee97,CFG731_6526112621a9ee97,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,69.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.4338235294117647,0.38022445820433437,9.15009e-07,0.3802253732133344,SYNTHETIC,synthetic_engineer_v1,True,3,3,False,0
RFQ731-000014,X731,CFG731_5dd42015f6f61801,CFG731_5c624ef6fa2b6510,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,6,6,0,4,True,True,1.0,1.0,1.0,1.0,1.0,0.9368421052631579,1.0894e-07,0.9368422142031579,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000014,X731,CFG731_775c3458f44938c0,CFG731_5c624ef6fa2b6510,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,9,9,0,6,6,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8939849624060151,8.36628e-07,0.8939857990340151,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000014,X731,CFG731_5c624ef6fa2b6510,CFG731_5c624ef6fa2b6510,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,9,9,0,6,6,0,4,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,0.5011803405572756,7.4616e-08,0.5011804151732756,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000014,X731,CFG731_7ffc09802c7b60bf,CFG731_5c624ef6fa2b6510,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,6,6,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4335332817337461,3.60377e-07,0.43353364211074613,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000015,X731,CFG731_97796c9ac2811c94,CFG731_5d255cf6dd296018,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,6,6,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8654135338345865,9.26354e-07,0.8654144601885865,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000015,X731,CFG731_5d255cf6dd296018,CFG731_5d255cf6dd296018,x731,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,6,6,0,4,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8511278195488722,5.44109e-07,0.8511283636578721,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000016,X731,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,7.71738e-07,0.9210534033169473,SYNTHETIC,synthetic_engineer_v1,False,1,5,True,4
RFQ731-000016,X731,CFG731_ef02695e374fc418,CFG731_ef02695e374fc418,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,0.4850232198142415,2.15044e-07,0.4850234348582415,SYNTHETIC,synthetic_engineer_v1,True,2,5,False,3
