rfq_id,rank,canonical_configuration_id,package_context,score,matches,contradictions,coverage,is_ground_truth
RFQ731-000004,9,CFG731_b3d0283738532d82,G731ST-LT,44.0,11,0,1.0,False
RFQ731-000004,10,CFG731_22da0d6030817265,G731ST-LT,44.0,11,0,1.0,False
RFQ731-000005,1,CFG731_ef980c35ed5ff3e4,x731,51.0,13,0,1.0,False
RFQ731-000005,2,CFG731_b4987f1c95e91d0d,x731,51.0,13,0,1.0,False
RFQ731-000005,3,CFG731_60f3aae8ede70fe0,x731,51.0,13,0,1.0,False
RFQ731-000005,4,CFG731_adb08ca5dce20691,x731,51.0,13,0,1.0,False
RFQ731-000005,5,CFG731_5b19041707affaab,x731,51.0,13,0,1.0,False
RFQ731-000005,6,CFG731_447ecefb64ae83c3,x731,51.0,13,0,1.0,False
RFQ731-000005,7,CFG731_1cfadf20495f86bf,x731,51.0,13,0,1.0,False
RFQ731-000005,8,CFG731_db983e07a279051a,x731,51.0,13,0,1.0,False
RFQ731-000005,9,CFG731_59d41a45b5e132f2,x731,51.0,13,0,1.0,False
RFQ731-000005,10,CFG731_67704f1a817ad4cd,x731,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000006,1,CFG731_3b2a32abbf148ca1,x731,53.875,15,1,0.9375,False
RFQ731-000006,2,CFG731_42c4381af5ae3412,x731,53.875,15,1,0.9375,False
RFQ731-000006,3,CFG731_8c429238b2628537,x731,53.875,15,1,0.9375,False
RFQ731-000006,4,CFG731_f87794e7a98d0b11,x731,53.875,15,1,0.9375,False
RFQ731-000006,5,CFG731_dca3d8725270dd93,x731,53.875,15,1,0.9375,False
RFQ731-000006,6,CFG731_aef6446574fba0ea,x731,53.875,15,1,0.9375,False
RFQ731-000006,7,CFG731_d4dafb658c85c692,x731,53.875,15,1,0.9375,False
RFQ731-000006,8,CFG731_a5c5e0f40e3e1125,x731,50.75,14,1,0.875,False
RFQ731-000006,9,CFG731_962b6fcde3072947,x731,50.75,14,1,0.875,False
RFQ731-000006,10,CFG731_1314a5f6e906af63,x731,50.75,14,1,0.875,False
RFQ731-000007,1,CFG731_31b475abe3d16a99,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,2,CFG731_1d78950cabc90332,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,3,CFG731_de1ec1b96e1e485e,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,4,CFG731_de67d4c164ed05bc,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,5,CFG731_bfee42801e80594e,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,6,CFG731_c887ba58c35036a9,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,7,CFG731_8d2c10e2688ee31d,x731,44.857142857142854,13,1,0.9285714285714286,False
RFQ731-000007,8,CFG731_a59cc7e57b856164,x731,41.714285714285715,12,1,0.8571428571428571,False
RFQ731-000007,9,CFG731_24648603ca730481,x731,41.714285714285715,12,1,0.8571428571428571,False
RFQ731-000007,10,CFG731_134ecd7b8190bed1,x731,41.714285714285715,12,1,0.8571428571428571,True
RFQ731-000008,1,CFG731_9f9bc93c4b0253cf,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000008,2,CFG731_7cc9f85131c775cb,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000008,3,CFG731_5c80dfb541787e3e,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000008,4,CFG731_831a7150258499af,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000008,5,CFG731_e2d64e127f97296d,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000008,6,CFG731_a8031a74f6d1710d,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000008,7,CFG731_91159cdc457d0a9a,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000008,8,CFG731_929f9b8dab6bae34,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000008,9,CFG731_c32627af59ba1526,G731ST-HT,46.714285714285715,12,0,0.8571428571428571,False
RFQ731-000008,10,CFG731_076cad91966d4c34,G731ST-HT,46.714285714285715,12,0,0.8571428571428571,False
RFQ731-000009,1,CFG731_646d8903da63e1f0,G731ST-HT,49.75,14,1,0.875,True
RFQ731-000009,2,CFG731_9f9bc93c4b0253cf,G731ST-HT,49.75,14,1,0.875,False
RFQ731-000009,3,CFG731_a56f1437a0b4ca31,G731ST-HT,49.75,14,1,0.875,False
RFQ731-000009,4,CFG731_831a7150258499af,G731ST-HT,49.75,14,1,0.875,False
RFQ731-000009,5,CFG731_e2d64e127f97296d,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000009,6,CFG731_c32627af59ba1526,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000009,7,CFG731_1a1206cc52132df1,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000009,8,CFG731_c3a136a8630f644d,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000009,9,CFG731_7cc9f85131c775cb,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000009,10,CFG731_00e033bb831be6d5,G731ST-HT,45.625,13,1,0.8125,False
RFQ731-000010,1,CFG731_49cd4cbef1081333,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,2,CFG731_e03b41992c837b34,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,3,CFG731_455da2f832a6b66d,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,4,CFG731_0e146b48e4ed8b98,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,5,CFG731_996314000fcfec4b,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,6,CFG731_26554ff79bcf8a3f,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,7,CFG731_7f5bfa7b21e81359,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,8,CFG731_4c72f78c1186e8f7,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,False
RFQ731-000010,9,CFG731_cc03e3852895ae99,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000010,10,CFG731_ae877a3b18b65d0a,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,1,CFG731_ef8d68b6d278bfec,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,False
RFQ731-000011,2,CFG731_8b18ac1c34209d63,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,False
RFQ731-000011,3,CFG731_708466e4f37148f0,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,False
RFQ731-000011,4,CFG731_cd71ec2726e971ef,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,True
RFQ731-000011,5,CFG731_e7ac403b81e86f8f,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,6,CFG731_b30ceef5c5f902ca,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,7,CFG731_7b2f69a7ca55041b,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,8,CFG731_d44e54f35ee15977,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,9,CFG731_f9cbe189d57c95a1,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000011,10,CFG731_f2a296f2bedae0e8,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000012,1,CFG731_6e27958dc8215006,x731,64.0,16,0,1.0,True
RFQ731-000012,2,CFG731_d19bd87a4eba7364,x731,60.875,15,0,0.9375,False
RFQ731-000012,3,CFG731_92d4ed621aef46c2,x731,59.875,15,0,0.9375,False
RFQ731-000012,4,CFG731_c9f7a6e9a165e99d,x731,59.875,15,0,0.9375,False
RFQ731-000012,5,CFG731_467283c67651467d,x731,56.75,14,0,0.875,False
RFQ731-000012,6,CFG731_a7fd3c4085853f13,x731,56.75,14,0,0.875,False
RFQ731-000012,7,CFG731_58ed6f9d3568afba,x731,55.75,14,0,0.875,False
RFQ731-000012,8,CFG731_95efafc2bfc61133,x731,55.75,14,0,0.875,False
RFQ731-000012,9,CFG731_8d07e19298d09d34,x731,53.875,15,1,0.9375,False
RFQ731-000012,10,CFG731_32b1041fd68aac23,x731,53.875,15,1,0.9375,False
RFQ731-000013,1,CFG731_05cf1a0209b4f9a8,x731,59.0,15,0,1.0,False
RFQ731-000013,2,CFG731_60f3aae8ede70fe0,x731,59.0,15,0,1.0,False
RFQ731-000013,3,CFG731_e80085d86d0bbfa9,x731,59.0,15,0,1.0,False
RFQ731-000013,4,CFG731_b86fda83f997f894,x731,59.0,15,0,1.0,False
RFQ731-000013,5,CFG731_63eea9420833169a,x731,55.86666666666667,14,0,0.9333333333333333,False
RFQ731-000013,6,CFG731_ad672c682712eda8,x731,55.86666666666667,14,0,0.9333333333333333,False
RFQ731-000013,7,CFG731_b4f65e97f91c3587,x731,55.86666666666667,14,0,0.9333333333333333,False
RFQ731-000013,8,CFG731_447ecefb64ae83c3,x731,55.86666666666667,14,0,0.9333333333333333,False
RFQ731-000013,9,CFG731_579057193c092394,x731,54.86666666666667,14,0,0.9333333333333333,False
RFQ731-000013,10,CFG731_6526112621a9ee97,x731,54.86666666666667,14,0,0.9333333333333333,True
RFQ731-000014,1,CFG731_7ffc09802c7b60bf,x731,57.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,2,CFG731_05cf1a0209b4f9a8,x731,57.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,3,CFG731_5dd42015f6f61801,x731,57.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,4,CFG731_60f3aae8ede70fe0,x731,57.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,5,CFG731_3b2a32abbf148ca1,x731,56.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,6,CFG731_8c429238b2628537,x731,56.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,7,CFG731_f87794e7a98d0b11,x731,56.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,8,CFG731_dca3d8725270dd93,x731,56.77777777777778,16,1,0.8888888888888888,False
RFQ731-000014,9,CFG731_447ecefb64ae83c3,x731,54.666666666666664,15,1,0.8333333333333334,False
RFQ731-000014,10,CFG731_a6849487313f00ac,x731,54.666666666666664,15,1,0.8333333333333334,False
RFQ731-000015,1,CFG731_219ac3d01befd6d1,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,2,CFG731_3611bb1fba248e38,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,3,CFG731_357a7724550c556f,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,4,CFG731_d47fa87df22e968e,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,5,CFG731_da02526d254e2e35,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,6,CFG731_5d255cf6dd296018,x731,48.86666666666667,14,1,0.9333333333333333,True
RFQ731-000015,7,CFG731_32b1041fd68aac23,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,8,CFG731_97796c9ac2811c94,x731,48.86666666666667,14,1,0.9333333333333333,False
RFQ731-000015,9,CFG731_241d60e6ef5278be,x731,45.733333333333334,13,1,0.8666666666666667,False
RFQ731-000015,10,CFG731_927f189839c665ae,x731,45.733333333333334,13,1,0.8666666666666667,False
RFQ731-000016,1,CFG731_c39096767a7ae083,x731,50.0,13,0,1.0,False
RFQ731-000016,2,CFG731_ef02695e374fc418,x731,50.0,13,0,1.0,True
RFQ731-000016,3,CFG731_5191b7dfd5137ba1,x731,50.0,13,0,1.0,False
RFQ731-000016,4,CFG731_352cbd30ecacb8ee,x731,50.0,13,0,1.0,False
RFQ731-000016,5,CFG731_1a94d4f54519245f,x731,50.0,13,0,1.0,False
RFQ731-000016,6,CFG731_747411fe70ba8e8d,x731,46.84615384615385,12,0,0.9230769230769231,False
RFQ731-000016,7,CFG731_1f7c154d7e34e86e,x731,46.84615384615385,12,0,0.9230769230769231,False
RFQ731-000016,8,CFG731_a9a1b4f80067a4f8,x731,46.84615384615385,12,0,0.9230769230769231,False
RFQ731-000016,9,CFG731_34bf8aa6c521cef0,x731,46.84615384615385,12,0,0.9230769230769231,False
RFQ731-000016,10,CFG731_c525a37447671864,x731,46.84615384615385,12,0,0.9230769230769231,False
RFQ731-000017,1,CFG731_c37386a371e13fa8,F731WD_DualChannel,44.833333333333336,11,0,0.9166666666666666,True
RFQ731-000017,2,CFG731_c0f6f70a47ed04ba,F731WD_DualChannel,44.833333333333336,11,0,0.9166666666666666,False
RFQ731-000017,3,CFG731_819cb4e76943eca6,F731WD_DualChannel,44.833333333333336,11,0,0.9166666666666666,False
RFQ731-000017,4,CFG731_8281908b452128f3,F731WD_DualChannel,44.833333333333336,11,0,0.9166666666666666,False
RFQ731-000017,5,CFG731_d2034bb5aa313dac,F731WD_DualChannel,44.833333333333336,11,0,0.9166666666666666,False
RFQ731-000017,6,CFG731_166dd118cf42e953,F731WD_DualChannel,36.5,9,0,0.75,False
RFQ731-000017,7,CFG731_37e3938c6089bb2d,F731WD_DualChannel,36.5,9,0,0.75,False
RFQ731-000017,8,CFG731_d135404efcd6265d,F731WD_DualChannel,36.5,9,0,0.75,False
RFQ731-000017,9,CFG731_2688c6c5fd11ba8e,F731WD_DualChannel,36.5,9,0,0.75,False
RFQ731-000017,10,CFG731_af8fc23bebdac123,F731WD_DualChannel,34.666666666666664,10,1,0.8333333333333334,False
RFQ731-000018,1,CFG731_54559f782190a122,F731TE,24.5,9,2,0.75,False
RFQ731-000018,2,CFG731_fd6959ad3c5fd9ed,F731TE,24.5,9,2,0.75,True
RFQ731-000018,3,CFG731_3794187f0a0c3133,F731TE,24.5,9,2,0.75,False
RFQ731-000018,4,CFG731_874928f24c55285e,F731TE,24.5,9,2,0.75,False
RFQ731-000018,5,CFG731_344778a042931752,F731TE,24.5,9,2,0.75,False
RFQ731-000018,6,CFG731_1962af6277da6f54,F731TE,24.5,9,2,0.75,False
RFQ731-000018,7,CFG731_07fb816f7dc25bc8,F731TE,15.333333333333334,8,3,0.6666666666666666,False
RFQ731-000018,8,CFG731_3d8c1bbc0ef4249a,F731TE,15.333333333333334,8,3,0.6666666666666666,False
RFQ731-000018,9,CFG731_8b8ba7e2341f1295,F731TE,15.333333333333334,8,3,0.6666666666666666,False
RFQ731-000018,10,CFG731_b7c1a02b25610507,F731TE,15.333333333333334,8,3,0.6666666666666666,False
RFQ731-000019,1,CFG731_fa063863b8688588,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,2,CFG731_cf0392d0aaac28b1,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,3,CFG731_33fed5318b1a4f2f,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,4,CFG731_7157b3d45716ad8f,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,5,CFG731_6ba028da3bba9c41,x731,34.833333333333336,11,1,0.9166666666666666,True
RFQ731-000019,6,CFG731_c09a2b39ab3ecba0,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,7,CFG731_ed19d16aecf53db8,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,8,CFG731_3dd4cfcf6ee98460,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,9,CFG731_bd2172ffd6b9273a,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000019,10,CFG731_935bc110c01e9e85,x731,34.833333333333336,11,1,0.9166666666666666,False
RFQ731-000020,1,CFG731_8d2d91c46ccfb471,x731,47.75,14,1,0.875,False
RFQ731-000020,2,CFG731_48772fd385d8dcd5,x731,47.75,14,1,0.875,True
RFQ731-000020,3,CFG731_0c05dd0ad4f3894a,x731,46.75,14,1,0.875,False
RFQ731-000020,4,CFG731_e08dfad4737be3d9,x731,46.75,14,1,0.875,False
RFQ731-000020,5,CFG731_5ea309f998205da7,x731,44.625,13,1,0.8125,False
RFQ731-000020,6,CFG731_a633b8dd2d541170,x731,44.625,13,1,0.8125,False
RFQ731-000020,7,CFG731_ff3460f478ef969b,x731,44.625,13,1,0.8125,False
RFQ731-000020,8,CFG731_40f5d9ccf1b30166,x731,44.625,13,1,0.8125,False
RFQ731-000020,9,CFG731_9ccdadb28a07accd,x731,44.625,13,1,0.8125,False
RFQ731-000020,10,CFG731_79d5571d44c945f6,x731,44.625,13,1,0.8125,False
RFQ731-000021,1,CFG731_fcc72e9951376cf3,G731ST-HT,51.0,13,0,1.0,False
RFQ731-000021,2,CFG731_5dd35c89836ec88e,G731ST-HT,51.0,13,0,1.0,True
RFQ731-000021,3,CFG731_a288340143e53b7f,G731ST-HT,51.0,13,0,1.0,False
RFQ731-000021,4,CFG731_63eca10a00ae1f5d,G731ST-HT,51.0,13,0,1.0,False
RFQ731-000021,5,CFG731_eb70dc35972dc4b7,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000021,6,CFG731_7c70763d4cf79560,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000021,7,CFG731_c759934398f2381a,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000021,8,CFG731_cc9ac35e4d9a1854,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000021,9,CFG731_b46f92852addf866,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000021,10,CFG731_2a989bd6dba74d9f,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,False
RFQ731-000022,1,CFG731_a40ab19ad6671fbe,G731ST-LT,53.76470588235294,15,1,0.8823529411764706,True
RFQ731-000022,2,CFG731_7f5bfa7b21e81359,G731ST-LT,53.76470588235294,15,1,0.8823529411764706,False
RFQ731-000022,3,CFG731_996314000fcfec4b,G731ST-LT,52.76470588235294,15,1,0.8823529411764706,False
RFQ731-000022,4,CFG731_e0009be417f51ccd,G731ST-LT,52.76470588235294,15,1,0.8823529411764706,False
RFQ731-000022,5,CFG731_49cd4cbef1081333,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000022,6,CFG731_87d8ba5b87cf0a3f,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000022,7,CFG731_0e146b48e4ed8b98,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000022,8,CFG731_2469d1b04bd775f6,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000022,9,CFG731_bc9146cb8459e9c2,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000022,10,CFG731_098817d766a37bc2,G731ST-LT,49.64705882352941,14,1,0.8235294117647058,False
RFQ731-000023,1,CFG731_5ea309f998205da7,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,2,CFG731_a633b8dd2d541170,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,3,CFG731_8d2d91c46ccfb471,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,4,CFG731_48772fd385d8dcd5,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,5,CFG731_40f5d9ccf1b30166,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,6,CFG731_9ccdadb28a07accd,x731,36.833333333333336,11,1,0.9166666666666666,True
RFQ731-000023,7,CFG731_79d5571d44c945f6,x731,36.833333333333336,11,1,0.9166666666666666,False
RFQ731-000023,8,CFG731_ff3460f478ef969b,x731,33.666666666666664,10,1,0.8333333333333334,False
RFQ731-000023,9,CFG731_27b6b45b43224be7,x731,32.666666666666664,10,1,0.8333333333333334,False
RFQ731-000023,10,CFG731_5fb1bce2eb72cec6,x731,32.666666666666664,10,1,0.8333333333333334,False
RFQ731-000024,1,CFG731_7882c72c21497015,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,False
RFQ731-000024,2,CFG731_8da1da530d6ae54d,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,False
RFQ731-000024,3,CFG731_4772bedc40328ae2,G731ST-LT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,4,CFG731_bd3c08ff576a8cab,G731ST-LT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,5,CFG731_e6c0885eb14e429c,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,6,CFG731_175641fe8d1c7f37,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,7,CFG731_10085782ed0991cf,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,8,CFG731_d124ccffa669c3a2,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,9,CFG731_f6ea64d2965a329a,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000024,10,CFG731_50a4a25852666336,G731ST-LT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,1,CFG731_a4416ae9d698efa6,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,True
RFQ731-000025,2,CFG731_a288340143e53b7f,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,False
RFQ731-000025,3,CFG731_63eca10a00ae1f5d,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,False
RFQ731-000025,4,CFG731_ab3b0ae98d7b2345,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,False
RFQ731-000025,5,CFG731_1060da033d1aaed1,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,6,CFG731_eb5b34784d068b66,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,7,CFG731_f23946dbf617272b,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,8,CFG731_0ce13abf777d04f9,G731ST-HT,48.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,9,CFG731_eb70dc35972dc4b7,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000025,10,CFG731_c759934398f2381a,G731ST-HT,47.714285714285715,12,0,0.8571428571428571,False
RFQ731-000026,1,CFG731_784eb334d1d77ae7,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,2,CFG731_0fbee36816b7af98,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,3,CFG731_28ac43a93658ad6b,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,4,CFG731_8f470181ad32eeae,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,5,CFG731_2d0a81ff4ec49480,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,6,CFG731_999fe1a8f2314c11,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,7,CFG731_b74fb5418dad3b38,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,8,CFG731_32a4bb12438a37ab,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,9,CFG731_04d60387371e1885,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000026,10,CFG731_1af3f9470bd904d5,x731,41.64705882352941,14,2,0.8235294117647058,False
RFQ731-000027,1,CFG731_5cfa203ca7029f1c,x731,54.0,14,0,1.0,False
RFQ731-000027,2,CFG731_59f86789e43d86f1,x731,54.0,14,0,1.0,True
RFQ731-000027,3,CFG731_f2afd0b311942daf,x731,50.857142857142854,13,0,0.9285714285714286,False
