characteristic,internal_value,phrase,occurrence_count,unique_rfqs,mandatory_count,preferred_count,implicit_count,mandatory_rate,preferred_rate,implicit_rate,evidence_score,evidence_level
binaerDigitalOpenColl_MN,MN1,provide digital signal input capability,231,231,122,109,0,0.5281385281385281,0.47186147186147187,0.0,407.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available we,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available we would,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available we would like,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would like,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,where,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,where available,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,where available we,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,where available we would,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,where available we would like,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like,261,261,0,261,0,0.0,1.0,0.0,391.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,a preferred,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,a preferred option,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,as a,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,as a preferred,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,as a preferred option,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,preferred,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,preferred option,226,226,0,226,0,0.0,1.0,0.0,339.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,if possible,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,if possible please,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,if possible please provide,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please provide,225,225,0,225,0,0.0,1.0,0.0,337.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer,205,205,0,205,0,0.0,1.0,0.0,307.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would prefer,205,205,0,205,0,0.0,1.0,0.0,307.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would prefer,205,205,0,205,0,0.0,1.0,0.0,307.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,required to support a digital,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support a digital,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support a digital open-collector,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support a digital open-collector input,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,to support a digital,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,to support a digital open-collector,149,149,149,0,0,1.0,0.0,0.0,298.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require a digital,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require a digital open-collector,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require a digital open-collector input,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require a,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require a digital,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require a digital open-collector,141,141,141,0,0,1.0,0.0,0.0,282.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires a,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires a digital,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires a digital open-collector,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires a digital,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires a digital open-collector,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires a digital open-collector input,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,the application requires a,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,the application requires a digital,135,135,135,0,0,1.0,0.0,0.0,270.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires digital,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires digital signal,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,application requires digital signal input,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires digital,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires digital signal,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires digital signal input,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,requires digital signal input capability,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,the application requires digital,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,the application requires digital signal,128,128,128,0,0,1.0,0.0,0.0,256.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide a,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide a digital,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide a digital open-collector,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,proposed solution must provide a,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,solution must provide a,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,solution must provide a digital,127,127,127,0,0,1.0,0.0,0.0,254.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,is required to support digital,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,required to support digital,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,required to support digital signal,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support digital,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support digital signal,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support digital signal input,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,support digital signal input capability,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,to support digital,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,to support digital signal,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,to support digital signal input,126,126,126,0,0,1.0,0.0,0.0,252.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide digital,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide digital signal,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,must provide digital signal input,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,proposed solution must provide digital,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require digital,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require digital signal,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require digital signal input,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,require digital signal input capability,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,solution must provide digital,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,solution must provide digital signal,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require digital,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require digital signal,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we require digital signal input,122,122,122,0,0,1.0,0.0,0.0,244.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available we would like a,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like a,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like a digital,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like a digital open-collector,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like a digital open-collector input,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would like a,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would like a digital,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like a,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like a digital,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like a digital open-collector,136,136,0,136,0,0.0,1.0,0.0,204.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,available we would like digital,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like digital,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like digital signal,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like digital signal input,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,like digital signal input capability,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would like digital,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would like digital signal,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like digital,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like digital signal,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would like digital signal input,125,125,0,125,0,0.0,1.0,0.0,187.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,if possible please provide a,116,116,0,116,0,0.0,1.0,0.0,174.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please provide a digital,116,116,0,116,0,0.0,1.0,0.0,174.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please provide a digital open-collector,116,116,0,116,0,0.0,1.0,0.0,174.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please provide a,116,116,0,116,0,0.0,1.0,0.0,174.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please provide a digital,116,116,0,116,0,0.0,1.0,0.0,174.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,a digital open-collector input as,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider a,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider a digital,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider a digital open-collector,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider a digital open-collector input,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,digital open-collector input as,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,digital open-collector input as a,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input as,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input as a,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input as a preferred,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input as a preferred option,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,open-collector input as,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,open-collector input as a,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,open-collector input as a preferred,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider a,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider a digital,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider a digital open-collector,115,115,0,115,0,0.0,1.0,0.0,172.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,capability as,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,capability as a,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,capability as a preferred,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,capability as a preferred option,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider digital,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider digital signal,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider digital signal input,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,consider digital signal input capability,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,digital signal input capability as,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input capability as,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input capability as a,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,input capability as a preferred,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider digital,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider digital signal,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please consider digital signal input,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,signal input capability as,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,signal input capability as a,111,111,0,111,0,0.0,1.0,0.0,166.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer digital,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer digital signal,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer digital signal input,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer digital signal input capability,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would prefer digital,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,we would prefer digital signal,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would prefer digital,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would prefer digital signal,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,would prefer digital signal input,110,110,0,110,0,0.0,1.0,0.0,165.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,if possible please provide digital,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please provide digital,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please provide digital signal,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,please provide digital signal input,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please provide digital,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,possible please provide digital signal,109,109,0,109,0,0.0,1.0,0.0,163.5,VERY_STRONG
binaerDigitalOpenColl_MN,MN1,prefer a,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,prefer a digital,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,prefer a digital open-collector,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,prefer a digital open-collector input,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,we would prefer a,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,we would prefer a digital,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,would prefer a,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,would prefer a digital,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN1,would prefer a digital open-collector,95,95,0,95,0,0.0,1.0,0.0,142.5,STRONG
binaerDigitalOpenColl_MN,MN2,binaerdigitalopencoll,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN2,binaerdigitalopencoll mn,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN2,binaerdigitalopencoll mn configuration,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN2,configuration,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN2,mn configuration,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
binaerDigitalOpenColl_MN,MN2,required binaerdigitalopencoll,100,100,50,50,0,0.5,0.5,0.0,175.0,VERY_STRONG
