rfq_id,true_rank,target_package,recommended_configuration_id,recommended_package,recommended_score,mode,package_aware
RFQ731-000080,31,x731,CFG731_496bd7a964d6cd85,x731,27.96243333152541,V8_EXTRACTED,False
RFQ731-000081,41,G731ST-LT,CFG731_ae2e4cfccaff4f50,G731ST-LT,28.55866548809636,V8_EXTRACTED,False
RFQ731-000084,339,x731,CFG731_d9c736acc178c66d,x731,18.955466105991217,V8_EXTRACTED,False
RFQ731-000086,18,G731CA,CFG731_49cd4cbef1081333,G731ST-LT,28.212094528743435,V8_EXTRACTED,False
RFQ731-000089,13,x731,CFG731_9fcbeaf9d5010d3a,x731,37.48813216370057,V8_EXTRACTED,False
RFQ731-000092,11,x731,CFG731_a9ec8cda9130252f,x731,19.981869722521562,V8_EXTRACTED,False
RFQ731-000093,160,x731,CFG731_3fe779486d988e69,x731,40.82687878513496,V8_EXTRACTED,False
RFQ731-000095,12,x731,CFG731_e8e7b7513a5c9544,x731,15.39871268011743,V8_EXTRACTED,False
RFQ731-000097,186,x731,CFG731_357a7724550c556f,x731,32.943479044953975,V8_EXTRACTED,False
RFQ731-000098,191,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,38.88913836562905,V8_EXTRACTED,False
RFQ731-000099,114,x731,CFG731_3b2a32abbf148ca1,x731,37.85275773090804,V8_EXTRACTED,False
RFQ731-000102,12,x731,CFG731_89772de94df83ba5,x731,28.47391680421401,V8_EXTRACTED,False
RFQ731-000103,134,x731,CFG731_7521d5a6673c8628,x731,40.043556314062236,V8_EXTRACTED,False
RFQ731-000105,37,G731ST-LT,CFG731_7b1edd53e8bbad40,G731ST-LT,24.01428229503606,V8_EXTRACTED,False
RFQ731-000107,156,x731,CFG731_97c654bf006e698e,x731,33.0525714411315,V8_EXTRACTED,False
RFQ731-000108,13,x731,CFG731_1f978c234895178c,x731,40.783707057480484,V8_EXTRACTED,False
RFQ731-000109,20,x731,CFG731_34e092c266a308aa,x731,37.400994238099806,V8_EXTRACTED,False
RFQ731-000112,197,x731,CFG731_3b2a32abbf148ca1,x731,30.52583887235035,V8_EXTRACTED,False
RFQ731-000115,54,x731,CFG731_482678d927834b42,x731,26.422290379373294,V8_EXTRACTED,False
RFQ731-000118,28,G731ST-LT,CFG731_a40ab19ad6671fbe,G731ST-LT,31.749520648242978,V8_EXTRACTED,False
RFQ731-000121,18,x731,CFG731_b7e96d5717c40fd6,x731,36.30632598991559,V8_EXTRACTED,False
RFQ731-000123,25,x731,CFG731_6f8c15548921e4c2,x731,33.256182338449264,V8_EXTRACTED,False
RFQ731-000125,43,x731,CFG731_9e4fccece4d272d3,x731,22.789287288251025,V8_EXTRACTED,False
RFQ731-000126,1546,F731PW,CFG731_241d60e6ef5278be,x731,20.854923501225514,V8_EXTRACTED,False
RFQ731-000127,14,x731,CFG731_5ea309f998205da7,x731,25.095409460674247,V8_EXTRACTED,False
RFQ731-000131,137,G731ST-HT,CFG731_b30ceef5c5f902ca,G731ST-HT,35.08555239453553,V8_EXTRACTED,False
RFQ731-000132,18,x731,CFG731_620cb319c2b7c332,x731,32.56165653370955,V8_EXTRACTED,False
RFQ731-000135,372,x731,CFG731_c6a3ff6155563d17,x731,21.932145596596754,V8_EXTRACTED,False
RFQ731-000136,16,x731,CFG731_f84558a188ec14c0,x731,34.9439381011819,V8_EXTRACTED,False
RFQ731-000138,13,F731WD_SingleChannel,CFG731_6357400dd5c2804a,F731WD_SingleChannel,35.95918505459957,V8_EXTRACTED,False
RFQ731-000139,42,x731,CFG731_d3db38843cf9fb81,x731,21.137661547374375,V8_EXTRACTED,False
RFQ731-000141,259,G731ST-HT,CFG731_b3ed2928d6d65710,G731ST-HT,31.966433494254602,V8_EXTRACTED,False
RFQ731-000142,30,x731,CFG731_8d07e19298d09d34,x731,20.1641582020212,V8_EXTRACTED,False
RFQ731-000143,23,x731,CFG731_91e51485b56960b2,x731,40.530410011541306,V8_EXTRACTED,False
RFQ731-000145,13,x731,CFG731_fa2849b259355775,x731,26.411749980152564,V8_EXTRACTED,False
RFQ731-000146,22,x731,CFG731_ebb861c404a79d91,x731,20.239737054862854,V8_EXTRACTED,False
RFQ731-000147,14,x731,CFG731_91e51485b56960b2,x731,42.55576327346617,V8_EXTRACTED,False
RFQ731-000148,97,x731,CFG731_04a53b6cc81d57d6,x731,25.781157257253053,V8_EXTRACTED,False
RFQ731-000152,23,x731,CFG731_fd3397424975992e,x731,20.807941577103975,V8_EXTRACTED,False
RFQ731-000154,20,G731CA,CFG731_691a8f2ff165671d,G731CA,32.61988308999511,V8_EXTRACTED,False
RFQ731-000155,45,G731ST-LT,CFG731_750dd83a06ba43cb,G731ST-LT,30.214759238302424,V8_EXTRACTED,False
RFQ731-000158,29,x731,CFG731_3b2a32abbf148ca1,x731,26.844747532169382,V8_EXTRACTED,False
RFQ731-000159,21,x731,CFG731_073f991a6c9a4683,x731,27.412996430976655,V8_EXTRACTED,False
RFQ731-000160,29,x731,CFG731_a6d4830ed3aa2681,x731,31.27149069641301,V8_EXTRACTED,False
RFQ731-000161,62,x731,CFG731_618cb6c1c21feda4,x731,33.331274189601196,V8_EXTRACTED,False
RFQ731-000162,29,x731,CFG731_3b2a32abbf148ca1,x731,40.028484564917235,V8_EXTRACTED,False
RFQ731-000163,29,G731ST-LT,CFG731_e03b41992c837b34,G731ST-LT,33.42713267536322,V8_EXTRACTED,False
RFQ731-000165,45,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,28.892967415517703,V8_EXTRACTED,False
RFQ731-000166,42,x731,CFG731_f4856d563cc31f77,x731,25.807950126328436,V8_EXTRACTED,False
RFQ731-000171,710,F731PW,CFG731_07fb816f7dc25bc8,F731TE,26.260525423070057,V8_EXTRACTED,False
RFQ731-000172,20,x731,CFG731_219ac3d01befd6d1,x731,34.070512353952495,V8_EXTRACTED,False
RFQ731-000173,11,G731ST-HT,CFG731_b3ed2928d6d65710,G731ST-HT,28.377870482015332,V8_EXTRACTED,False
RFQ731-000176,11,G731ST-HT,CFG731_2a989bd6dba74d9f,G731ST-HT,39.243589198019805,V8_EXTRACTED,False
RFQ731-000177,80,x731,CFG731_747411fe70ba8e8d,x731,28.098343195765597,V8_EXTRACTED,False
RFQ731-000179,318,x731,CFG731_3611bb1fba248e38,x731,31.18886441665643,V8_EXTRACTED,False
RFQ731-000180,40,G731ST-LT,CFG731_ae2e4cfccaff4f50,G731ST-LT,30.953327501178272,V8_EXTRACTED,False
RFQ731-000183,176,x731,CFG731_89772de94df83ba5,x731,32.4195961932609,V8_EXTRACTED,False
RFQ731-000184,81,x731,CFG731_23aa00a5306a83b2,x731,39.949051043056535,V8_EXTRACTED,False
RFQ731-000186,26,x731,CFG731_353333bad447dbef,x731,23.46981554736157,V8_EXTRACTED,False
RFQ731-000187,44,x731,CFG731_219ac3d01befd6d1,x731,26.31580595891365,V8_EXTRACTED,False
RFQ731-000188,134,x731,CFG731_9e4fccece4d272d3,x731,39.34425619585679,V8_EXTRACTED,False
RFQ731-000189,710,F731PW,CFG731_07fb816f7dc25bc8,F731TE,26.260525423070057,V8_EXTRACTED,False
RFQ731-000193,64,G731ST-LT,CFG731_515a31451814aae9,G731ST-LT,26.766915764795144,V8_EXTRACTED,False
RFQ731-000195,41,x731,CFG731_6f8c15548921e4c2,x731,31.67143970674691,V8_EXTRACTED,False
RFQ731-000197,22,x731,CFG731_5e61ce3b60d15e11,x731,36.99568111749219,V8_EXTRACTED,False
RFQ731-000199,65,G731ST-LT,CFG731_32b4b1ec4513af66,G731ST-LT,30.40160901248695,V8_EXTRACTED,False
RFQ731-000200,28,x731,CFG731_7f60255816247683,x731,36.16212253006032,V8_EXTRACTED,False
RFQ731-000202,77,x731,CFG731_3fe779486d988e69,x731,42.68629078152943,V8_EXTRACTED,False
RFQ731-000205,79,x731,CFG731_22298b0cae6ec270,x731,41.299005394950804,V8_EXTRACTED,False
RFQ731-000208,1284,F731PW,CFG731_8b8ba7e2341f1295,F731TE,20.363113775223127,V8_EXTRACTED,False
RFQ731-000209,15,x731,CFG731_3fe779486d988e69,x731,39.784798091232815,V8_EXTRACTED,False
RFQ731-000211,13,F731WD_SingleChannel,CFG731_6357400dd5c2804a,F731WD_SingleChannel,28.49267073160639,V8_EXTRACTED,False
RFQ731-000213,18,x731,CFG731_6b5f6983490bc595,x731,21.65368202736513,V8_EXTRACTED,False
RFQ731-000215,199,G731CA,CFG731_40b6e1db6c80bcc1,G731VG,25.191236456668427,V8_EXTRACTED,False
RFQ731-000216,15,x731,CFG731_7822370b42865359,x731,38.48355763364219,V8_EXTRACTED,False
RFQ731-000217,2977,F731PW,CFG731_927f189839c665ae,x731,25.28040172881932,V8_EXTRACTED,False
RFQ731-000222,13,x731,CFG731_7ffc09802c7b60bf,x731,37.44739386056014,V8_EXTRACTED,False
RFQ731-000223,45,G731ST-HT,CFG731_076cad91966d4c34,G731ST-HT,40.07971376106373,V8_EXTRACTED,False
RFQ731-000224,34,x731,CFG731_3b2a32abbf148ca1,x731,40.28756168494478,V8_EXTRACTED,False
RFQ731-000226,420,x731,CFG731_9e4fccece4d272d3,x731,34.55863846513153,V8_EXTRACTED,False
RFQ731-000227,135,x731,CFG731_6b5f6983490bc595,x731,36.00049656454506,V8_EXTRACTED,False
RFQ731-000232,38,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,28.672548198864522,V8_EXTRACTED,False
RFQ731-000238,21,x731,CFG731_3bcde7f8df32303c,x731,38.85682345211309,V8_EXTRACTED,False
RFQ731-000239,12,G731ST-LT,CFG731_bd3c08ff576a8cab,G731ST-LT,36.09628200811737,V8_EXTRACTED,False
RFQ731-000241,46,x731,CFG731_337790e6bbcf15f4,x731,34.99776087766676,V8_EXTRACTED,False
RFQ731-000242,20,x731,CFG731_89772de94df83ba5,x731,26.580820527144326,V8_EXTRACTED,False
RFQ731-000243,50,x731,CFG731_5052a216a260faff,x731,22.888977061589124,V8_EXTRACTED,False
RFQ731-000247,164,G731ST-HT,CFG731_e2d64e127f97296d,G731ST-HT,30.742734171928845,V8_EXTRACTED,False
RFQ731-000248,26,x731,CFG731_3ab6d9037260e8b1,x731,32.74241942050797,V8_EXTRACTED,False
RFQ731-000250,116,x731,CFG731_33fed5318b1a4f2f,x731,24.211997304824543,V8_EXTRACTED,False
RFQ731-000256,12,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,32.95518921228776,V8_EXTRACTED,False
RFQ731-000258,34,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,34.401211157873675,V8_EXTRACTED,False
RFQ731-000259,74,x731,CFG731_9e4fccece4d272d3,x731,43.00822833046715,V8_EXTRACTED,False
RFQ731-000264,193,x731,CFG731_6b36d25fda044bf5,x731,33.31686433197176,V8_EXTRACTED,False
RFQ731-000265,19,G731ST-LT,CFG731_996314000fcfec4b,G731ST-LT,39.64221339736506,V8_EXTRACTED,False
RFQ731-000266,37,x731,CFG731_9228cc48e333917c,x731,23.489688100373648,V8_EXTRACTED,False
RFQ731-000267,16,x731,CFG731_8d07e19298d09d34,x731,21.913759010212978,V8_EXTRACTED,False
RFQ731-000271,962,F731PW,CFG731_8b8ba7e2341f1295,F731TE,21.580690211433808,V8_EXTRACTED,False
RFQ731-000272,196,x731,CFG731_5e61ce3b60d15e11,x731,26.96522198447429,V8_EXTRACTED,False
RFQ731-000273,298,x731,CFG731_8f470181ad32eeae,x731,21.56426812131056,V8_EXTRACTED,False
RFQ731-000274,18,x731,CFG731_3727d181b2806370,x731,22.190416598584385,V8_EXTRACTED,False
RFQ731-000280,83,G731ST-HT,CFG731_ef8d68b6d278bfec,G731ST-HT,31.43910817274627,V8_EXTRACTED,False
RFQ731-000282,84,x731,CFG731_8d2d91c46ccfb471,x731,25.46485810008258,V8_EXTRACTED,False
RFQ731-000283,86,G731ST-LT,CFG731_7203705eed387b0a,G731ST-LT,31.527257602868687,V8_EXTRACTED,False
RFQ731-000285,15,x731,CFG731_357a7724550c556f,x731,36.77240648994356,V8_EXTRACTED,False
RFQ731-000287,372,x731,CFG731_cb9d6c11077bd307,x731,36.104237225808106,V8_EXTRACTED,False
RFQ731-000294,40,x731,CFG731_f4856d563cc31f77,x731,24.643389870903675,V8_EXTRACTED,False
RFQ731-000295,260,x731,CFG731_496bd7a964d6cd85,x731,22.353998917992314,V8_EXTRACTED,False
RFQ731-000299,16,G731ST-LT,CFG731_ae2e4cfccaff4f50,G731ST-LT,31.596346699410887,V8_EXTRACTED,False
RFQ731-000301,42,x731,CFG731_91e51485b56960b2,x731,33.20624678263189,V8_EXTRACTED,False
RFQ731-000302,93,F731TE,CFG731_07fb816f7dc25bc8,F731TE,24.663765434313902,V8_EXTRACTED,False
RFQ731-000304,48,G731ST-HT,CFG731_288e4c99b4e02895,G731ST-HT,31.92917396098751,V8_EXTRACTED,False
RFQ731-000305,39,x731,CFG731_040069031f4f021c,x731,24.387283812182616,V8_EXTRACTED,False
RFQ731-000308,13,G731ST-LT,CFG731_32b4b1ec4513af66,G731ST-LT,33.145639943573904,V8_EXTRACTED,False
RFQ731-000311,22,x731,CFG731_5e61ce3b60d15e11,x731,26.286736819961632,V8_EXTRACTED,False
RFQ731-000312,16,x731,CFG731_fa063863b8688588,x731,17.84475379862876,V8_EXTRACTED,False
RFQ731-000313,171,G731ST-HT,CFG731_c32627af59ba1526,G731ST-HT,35.279800384741954,V8_EXTRACTED,False
RFQ731-000315,15,x731,CFG731_cb6654d77e7e4d72,x731,26.102038811075648,V8_EXTRACTED,False
RFQ731-000316,62,G731CA,CFG731_2aca30183aab25a9,G731CA,32.62814857505931,V8_EXTRACTED,False
RFQ731-000317,59,G731ST-LT,CFG731_d432b6fd40e9e78c,G731ST-LT,29.734761653805755,V8_EXTRACTED,False
RFQ731-000319,18,x731,CFG731_1f0c09edcd967945,x731,20.25802488757843,V8_EXTRACTED,False
RFQ731-000320,26,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,34.919020324381876,V8_EXTRACTED,False
RFQ731-000321,17,x731,CFG731_6b36d25fda044bf5,x731,39.10787282580697,V8_EXTRACTED,False
RFQ731-000322,35,x731,CFG731_f4856d563cc31f77,x731,23.89392377771398,V8_EXTRACTED,False
RFQ731-000324,12,G731ST-LT,CFG731_e0009be417f51ccd,G731ST-LT,33.942346803319865,V8_EXTRACTED,False
RFQ731-000326,30,G731ST-LT,CFG731_49cd4cbef1081333,G731ST-LT,32.48789409983731,V8_EXTRACTED,False
RFQ731-000327,31,x731,CFG731_e98d2be876599c40,F731WD_SingleChannel,22.03140995984673,V8_EXTRACTED,False
RFQ731-000328,43,x731,CFG731_6b5f6983490bc595,x731,20.125482496611312,V8_EXTRACTED,False
RFQ731-000329,27,x731,CFG731_9fcbeaf9d5010d3a,x731,35.14789027789084,V8_EXTRACTED,False
RFQ731-000331,32,x731,CFG731_3823a7587dcc8acd,x731,23.46253339642191,V8_EXTRACTED,False
RFQ731-000334,204,x731,CFG731_a20b10157efccecb,x731,22.165790302486243,V8_EXTRACTED,False
RFQ731-000336,268,G731ST-LT,CFG731_e03b41992c837b34,G731ST-LT,32.00727395343179,V8_EXTRACTED,False
RFQ731-000337,25,x731,CFG731_186348c5f967a6f7,x731,32.57045672096041,V8_EXTRACTED,False
RFQ731-000338,142,x731,CFG731_4eb28f7e77f7ba51,x731,18.96154226633017,V8_EXTRACTED,False
RFQ731-000341,31,x731,CFG731_759c265a697372ea,x731,35.35969847059919,V8_EXTRACTED,False
RFQ731-000342,27,x731,CFG731_32b1041fd68aac23,x731,38.990006300979815,V8_EXTRACTED,False
RFQ731-000343,16,x731,CFG731_9e4fccece4d272d3,x731,30.84670455829584,V8_EXTRACTED,False
RFQ731-000345,33,G731ST-LT,CFG731_750dd83a06ba43cb,G731ST-LT,28.703911363586883,V8_EXTRACTED,False
RFQ731-000347,26,G731ST-HT,CFG731_cc9ac35e4d9a1854,G731ST-HT,37.436182306887176,V8_EXTRACTED,False
RFQ731-000348,25,x731,CFG731_c11c5ee5deff9a1e,x731,29.33609299710993,V8_EXTRACTED,False
RFQ731-000349,2293,G731CA,CFG731_cfb2b92dd8f09f39,G731VG,24.671498650499675,V8_EXTRACTED,False
RFQ731-000350,244,x731,CFG731_9e4fccece4d272d3,x731,40.351162815814135,V8_EXTRACTED,False
RFQ731-000351,59,G731ST-LT,CFG731_c39096767a7ae083,x731,34.616795032588996,V8_EXTRACTED,False
RFQ731-000353,115,x731,CFG731_6e096e946540ab4e,x731,43.02921409173496,V8_EXTRACTED,False
RFQ731-000356,17,G731CA,CFG731_5bfe9492c76587ec,G731CA,27.673130275544292,V8_EXTRACTED,False
RFQ731-000359,1072,F731PW,CFG731_927f189839c665ae,x731,23.52283720369249,V8_EXTRACTED,False
RFQ731-000360,234,x731,CFG731_6b5f6983490bc595,x731,20.722925456380544,V8_EXTRACTED,False
RFQ731-000361,13,x731,CFG731_9fa436b39059149d,x731,29.943636190105817,V8_EXTRACTED,False
RFQ731-000363,66,x731,CFG731_5dd42015f6f61801,x731,35.52005983267527,V8_EXTRACTED,False
RFQ731-000365,28,x731,CFG731_c39096767a7ae083,x731,40.688729512251406,V8_EXTRACTED,False
RFQ731-000367,40,x731,CFG731_5cfa203ca7029f1c,x731,24.512741631102315,V8_EXTRACTED,False
RFQ731-000368,33,x731,CFG731_5dd42015f6f61801,x731,33.41995503698539,V8_EXTRACTED,False
RFQ731-000370,52,G731ST-LT,CFG731_4772bedc40328ae2,G731ST-LT,30.101417287593527,V8_EXTRACTED,False
RFQ731-000371,34,x731,CFG731_94be99d48ade0efb,x731,32.17316701514231,V8_EXTRACTED,False
RFQ731-000373,99,G731CA,CFG731_40b6e1db6c80bcc1,G731VG,32.018211652838986,V8_EXTRACTED,False
RFQ731-000374,23,x731,CFG731_33fed5318b1a4f2f,x731,19.136190677461585,V8_EXTRACTED,False
RFQ731-000375,85,x731,CFG731_9db378257f9cf6a7,x731,35.47945033044992,V8_EXTRACTED,False
RFQ731-000376,31,x731,CFG731_357a7724550c556f,x731,36.84598454613684,V8_EXTRACTED,False
RFQ731-000377,14,x731,CFG731_5e61ce3b60d15e11,x731,44.59154010857978,V8_EXTRACTED,False
RFQ731-000381,25,x731,CFG731_ad0a2fd7350b6cca,x731,35.01936859459107,V8_EXTRACTED,False
RFQ731-000383,57,G731ST-HT,CFG731_a4416ae9d698efa6,G731ST-HT,33.15468832710852,V8_EXTRACTED,False
RFQ731-000384,324,G731ST-LT,CFG731_6b36d25fda044bf5,x731,33.973575142423854,V8_EXTRACTED,False
RFQ731-000385,30,F731TE,CFG731_54559f782190a122,F731TE,32.007586058764225,V8_EXTRACTED,False
RFQ731-000386,231,x731,CFG731_e049618b920d59b6,x731,17.42615733449069,V8_EXTRACTED,False
RFQ731-000387,112,x731,CFG731_1f0c09edcd967945,x731,35.92632663762228,V8_EXTRACTED,False
RFQ731-000389,16,x731,CFG731_747411fe70ba8e8d,x731,35.13778808342636,V8_EXTRACTED,False
RFQ731-000390,15,G731ST-HT,CFG731_c32627af59ba1526,G731ST-HT,39.33839386746408,V8_EXTRACTED,False
RFQ731-000394,45,x731,CFG731_d9c736acc178c66d,x731,24.230149665611616,V8_EXTRACTED,False
RFQ731-000395,48,x731,CFG731_219ac3d01befd6d1,x731,24.531969573630057,V8_EXTRACTED,False
RFQ731-000397,85,x731,CFG731_4e7f75dd9496e7b1,x731,20.061764695146074,V8_EXTRACTED,False
RFQ731-000399,177,x731,CFG731_28ac43a93658ad6b,x731,39.36746084128627,V8_EXTRACTED,False
RFQ731-000400,12,x731,CFG731_e8e7b7513a5c9544,x731,14.357085807785435,V8_EXTRACTED,False
RFQ731-000405,12,x731,CFG731_e8e7b7513a5c9544,x731,15.39871268011743,V8_EXTRACTED,False
RFQ731-000408,174,x731,CFG731_482678d927834b42,x731,34.66797338408141,V8_EXTRACTED,False
RFQ731-000410,40,x731,CFG731_89772de94df83ba5,x731,29.720891075464554,V8_EXTRACTED,False
RFQ731-000411,37,x731,CFG731_05cf1a0209b4f9a8,x731,36.27679399061531,V8_EXTRACTED,False
RFQ731-000413,96,x731,CFG731_496bd7a964d6cd85,x731,38.650079241213746,V8_EXTRACTED,False
RFQ731-000416,29,x731,CFG731_c39096767a7ae083,x731,44.65412817282617,V8_EXTRACTED,False
RFQ731-000417,20,G731CA,CFG731_691a8f2ff165671d,G731CA,32.61988308999511,V8_EXTRACTED,False
RFQ731-000418,19,F731TE,CFG731_54559f782190a122,F731TE,30.869858482673823,V8_EXTRACTED,False
RFQ731-000420,68,x731,CFG731_747411fe70ba8e8d,x731,27.87561160134201,V8_EXTRACTED,False
RFQ731-000421,56,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,32.24222998715133,V8_EXTRACTED,False
RFQ731-000422,16,x731,CFG731_7ffc09802c7b60bf,x731,31.298335035295192,V8_EXTRACTED,False
RFQ731-000426,52,G731ST-HT,CFG731_a288340143e53b7f,G731ST-HT,34.05142396533114,V8_EXTRACTED,False
RFQ731-000427,13,F731WD_SingleChannel,CFG731_6357400dd5c2804a,F731WD_SingleChannel,31.133719336084624,V8_EXTRACTED,False
RFQ731-000428,27,G731ST-HT,CFG731_cc9ac35e4d9a1854,G731ST-HT,33.93620798585428,V8_EXTRACTED,False
RFQ731-000431,71,x731,CFG731_c517a14f9cf12c39,x731,37.7127477674871,V8_EXTRACTED,False
RFQ731-000432,13,G731ST-LT,CFG731_32b4b1ec4513af66,G731ST-LT,34.50616728669054,V8_EXTRACTED,False
RFQ731-000433,12,x731,CFG731_c39096767a7ae083,x731,35.531344163624965,V8_EXTRACTED,False
RFQ731-000435,18,x731,CFG731_20e62aeb01c953da,x731,39.267872526447235,V8_EXTRACTED,False
RFQ731-000436,61,G731ST-LT,CFG731_3b2a32abbf148ca1,x731,33.718182696239396,V8_EXTRACTED,False
RFQ731-000440,12,x731,CFG731_e8e7b7513a5c9544,x731,16.091250471095417,V8_EXTRACTED,False
RFQ731-000441,17,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,38.98590789919571,V8_EXTRACTED,False
RFQ731-000443,16,G731CA,CFG731_691a8f2ff165671d,G731CA,30.73335866426458,V8_EXTRACTED,False
RFQ731-000445,32,x731,CFG731_962b6fcde3072947,x731,38.135992827561715,V8_EXTRACTED,False
RFQ731-000447,12,x731,CFG731_f0cf22354800092d,x731,32.665865872487885,V8_EXTRACTED,False
RFQ731-000451,53,x731,CFG731_5cfa203ca7029f1c,x731,22.70984787724675,V8_EXTRACTED,False
RFQ731-000453,52,G731ST-HT,CFG731_a288340143e53b7f,G731ST-HT,36.043424754877435,V8_EXTRACTED,False
RFQ731-000456,2203,F731PW,CFG731_241d60e6ef5278be,x731,17.607130335697306,V8_EXTRACTED,False
RFQ731-000457,23,x731,CFG731_a41fe4e67e82e94f,x731,41.7505270096698,V8_EXTRACTED,False
