rfq_id,target_package,true_rank,error_type,characteristic,true_value,predicted_value,relation,is_top1
RFQ731-000008,G731ST-HT,4.0,TRUE_IN_TOP5,steamApplication,H,H,SAME,0
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,devCategory,G,G,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,characteristic,ST,ST,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,numberOfChannels,2,2,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,explosionApproval,K,K,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,stromSchaltbar,CS1,CS1,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,stromEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,MN1,MN1,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,dev_advMeterVerification,NOVALUE,NOVALUE,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000009,G731ST-HT,1.0,CORRECT_TOP1,steamApplication,H,H,SAME,1
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,devCategory,G,G,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,characteristic,ST,ST,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,housing,ST,ST,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,powerSupply,1,1,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,numberOfChannels,1,1,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,explosionApproval,K,K,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,protectionArea,2,2,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,certification,NN,NN,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,dataInterface,NN,NN,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,stromSchaltbar,NOVALUE,NOVALUE,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,stromEingaenge,NOVALUE,IS1,TRUE_NOVALUE,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,temperaturEingaenge,NOVALUE,TT1,TRUE_NOVALUE,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,binaerDigitalOpenColl_MN,MN1,MN1,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,waveInjector,NOVALUE,NOVALUE,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,dev_advMeterVerification,1,1,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,customUserFluid,1,1,SAME,0
RFQ731-000010,G731ST-LT,5.0,TRUE_IN_TOP5,steamApplication,N,N,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,devCategory,G,G,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,characteristic,ST,ST,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,housing,ST,ST,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,powerSupply,1,1,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,numberOfChannels,2,2,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,explosionApproval,A,A,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,protectionArea,2,2,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,certification,NN,NN,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,dataInterface,NN,NN,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,stromSchaltbar,NOVALUE,NOVALUE,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,stromEingaenge,IS1,IS1,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,temperaturEingaenge,NOVALUE,TT1,TRUE_NOVALUE,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,binaerOpenColl_MP,MP1,MP1,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,waveInjector,FWI,FWI,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,dev_advMeterVerification,NOVALUE,NOVALUE,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,customUserFluid,1,1,SAME,0
RFQ731-000011,G731ST-HT,4.0,TRUE_IN_TOP5,steamApplication,H,H,SAME,0
RFQ731-000012,x731,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,powerSupply,4,4,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,explosionApproval,A,A,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,stromSchaltbar,CS1,CS1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP1,MP1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000012,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,devCategory,G,G,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,explosionApproval,A,A,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,stromSchaltbar,NOVALUE,NOVALUE,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,MN1,MN1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,NOVALUE,NOVALUE,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,dynamicGasMaster,1,1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000013,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,devCategory,G,G,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,explosionApproval,K,K,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,dataInterface,NN,NN,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,stromSchaltbar,NOVALUE,NOVALUE,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,stromEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,MN1,MN1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,dynamicGasMaster,1,1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000014,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000015,x731,1.0,CORRECT_TOP1,explosionApproval,K,K,SAME,1
