rfq_id,mode,rank,canonical_configuration_id,package_context,score,positive_score,negative_score,matched_requirements
RFQ731-000003,V8_EXTRACTED,3,CFG731_b4987f1c95e91d0d,x731,30.665950882718093,34.51359383321243,3.8476429504943415,12
RFQ731-000003,V8_EXTRACTED,4,CFG731_8d9f29ebcd8f04bd,x731,30.665950882718093,34.51359383321243,3.8476429504943415,12
RFQ731-000003,V8_EXTRACTED,5,CFG731_24a2c6ef94654845,x731,30.665950882718093,34.51359383321243,3.8476429504943415,12
RFQ731-000003,V8_EXTRACTED,6,CFG731_357a7724550c556f,x731,29.62452766355129,34.050739069138295,4.42621140558701,12
RFQ731-000003,V8_EXTRACTED,7,CFG731_efc9d6b915117e15,x731,29.62452766355129,34.050739069138295,4.42621140558701,12
RFQ731-000003,V8_EXTRACTED,8,CFG731_a61306c90e862e5e,x731,29.62452766355129,34.050739069138295,4.42621140558701,12
RFQ731-000003,V8_EXTRACTED,9,CFG731_da02526d254e2e35,x731,29.62452766355129,34.050739069138295,4.42621140558701,12
RFQ731-000003,V8_EXTRACTED,10,CFG731_b1531976c0d80b4a,x731,29.62452766355129,34.050739069138295,4.42621140558701,12
RFQ731-000004,V8_EXTRACTED,1,CFG731_515a31451814aae9,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,2,CFG731_e03b41992c837b34,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,3,CFG731_750dd83a06ba43cb,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,4,CFG731_ae877a3b18b65d0a,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,5,CFG731_455da2f832a6b66d,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,6,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,7,CFG731_996314000fcfec4b,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,8,CFG731_98bb5036a27a91a8,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,9,CFG731_b3d0283738532d82,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000004,V8_EXTRACTED,10,CFG731_22da0d6030817265,G731ST-LT,30.449576128013355,30.449576128013355,0.0,11
RFQ731-000005,V8_EXTRACTED,1,CFG731_ef980c35ed5ff3e4,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,2,CFG731_b4987f1c95e91d0d,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,3,CFG731_60f3aae8ede70fe0,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,4,CFG731_adb08ca5dce20691,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,5,CFG731_5b19041707affaab,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,6,CFG731_447ecefb64ae83c3,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,7,CFG731_1cfadf20495f86bf,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,8,CFG731_db983e07a279051a,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,9,CFG731_59d41a45b5e132f2,x731,32.05174662243647,32.05174662243647,0.0,13
RFQ731-000005,V8_EXTRACTED,10,CFG731_9db378257f9cf6a7,x731,27.78258966518981,30.15434353032684,2.371753865137029,12
RFQ731-000006,V8_EXTRACTED,1,CFG731_3b2a32abbf148ca1,x731,34.26151770760664,39.245209947596024,4.983692239989382,15
RFQ731-000006,V8_EXTRACTED,2,CFG731_42c4381af5ae3412,x731,34.26151770760664,39.245209947596024,4.983692239989382,15
RFQ731-000006,V8_EXTRACTED,3,CFG731_8c429238b2628537,x731,34.26151770760664,39.245209947596024,4.983692239989382,15
RFQ731-000006,V8_EXTRACTED,4,CFG731_d4dafb658c85c692,x731,34.26151770760664,39.245209947596024,4.983692239989382,15
RFQ731-000006,V8_EXTRACTED,5,CFG731_f87794e7a98d0b11,x731,32.54739340314669,38.4833769233916,5.93598352024491,15
RFQ731-000006,V8_EXTRACTED,6,CFG731_dca3d8725270dd93,x731,32.54739340314669,38.4833769233916,5.93598352024491,15
RFQ731-000006,V8_EXTRACTED,7,CFG731_aef6446574fba0ea,x731,32.54739340314669,38.4833769233916,5.93598352024491,15
RFQ731-000006,V8_EXTRACTED,8,CFG731_073f991a6c9a4683,x731,30.27451767569526,37.47320993341319,7.19869225771793,14
RFQ731-000006,V8_EXTRACTED,9,CFG731_b16b5f82b033935f,x731,30.181855343595007,37.432026674701966,7.250171331106959,14
RFQ731-000006,V8_EXTRACTED,10,CFG731_98bdc6937e342d40,x731,29.49708220353997,37.12768305689973,7.6306008533597565,14
RFQ731-000007,V8_EXTRACTED,1,CFG731_31b475abe3d16a99,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,2,CFG731_1d78950cabc90332,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,3,CFG731_de1ec1b96e1e485e,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,4,CFG731_de67d4c164ed05bc,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,5,CFG731_bfee42801e80594e,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,6,CFG731_c887ba58c35036a9,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,7,CFG731_8d2c10e2688ee31d,x731,27.293200551249285,35.490177934317074,8.196977383067791,13
RFQ731-000007,V8_EXTRACTED,8,CFG731_a59cc7e57b856164,x731,23.233901501784473,33.686045023443825,10.45214352165935,12
RFQ731-000007,V8_EXTRACTED,9,CFG731_24648603ca730481,x731,23.233901501784473,33.686045023443825,10.45214352165935,12
RFQ731-000007,V8_EXTRACTED,10,CFG731_134ecd7b8190bed1,x731,23.233901501784473,33.686045023443825,10.45214352165935,12
RFQ731-000008,V8_EXTRACTED,1,CFG731_9f9bc93c4b0253cf,G731ST-HT,36.99746686382612,39.58739906260971,2.5899321987835897,13
RFQ731-000008,V8_EXTRACTED,2,CFG731_7cc9f85131c775cb,G731ST-HT,36.99746686382612,39.58739906260971,2.5899321987835897,13
RFQ731-000008,V8_EXTRACTED,3,CFG731_5c80dfb541787e3e,G731ST-HT,36.99746686382612,39.58739906260971,2.5899321987835897,13
RFQ731-000008,V8_EXTRACTED,4,CFG731_831a7150258499af,G731ST-HT,36.99746686382612,39.58739906260971,2.5899321987835897,13
RFQ731-000008,V8_EXTRACTED,5,CFG731_e2d64e127f97296d,G731ST-HT,32.15228685843792,37.43398572688162,5.281698868443703,12
RFQ731-000008,V8_EXTRACTED,6,CFG731_a8031a74f6d1710d,G731ST-HT,32.15228685843792,37.43398572688162,5.281698868443703,12
RFQ731-000008,V8_EXTRACTED,7,CFG731_91159cdc457d0a9a,G731ST-HT,32.15228685843792,37.43398572688162,5.281698868443703,12
RFQ731-000008,V8_EXTRACTED,8,CFG731_929f9b8dab6bae34,G731ST-HT,32.15228685843792,37.43398572688162,5.281698868443703,12
RFQ731-000008,V8_EXTRACTED,9,CFG731_c32627af59ba1526,G731ST-HT,29.22956835835044,36.13499972684274,6.9054313684923025,12
RFQ731-000008,V8_EXTRACTED,10,CFG731_076cad91966d4c34,G731ST-HT,29.22956835835044,36.13499972684274,6.9054313684923025,12
RFQ731-000009,V8_EXTRACTED,1,CFG731_646d8903da63e1f0,G731ST-HT,35.202570281295486,42.130173408795855,6.927603127500369,14
RFQ731-000009,V8_EXTRACTED,2,CFG731_a56f1437a0b4ca31,G731ST-HT,35.202570281295486,42.130173408795855,6.927603127500369,14
RFQ731-000009,V8_EXTRACTED,3,CFG731_9f9bc93c4b0253cf,G731ST-HT,33.291091764131956,41.28062740116762,7.989535637035662,14
RFQ731-000009,V8_EXTRACTED,4,CFG731_831a7150258499af,G731ST-HT,33.291091764131956,41.28062740116762,7.989535637035662,14
RFQ731-000009,V8_EXTRACTED,5,CFG731_00e033bb831be6d5,G731ST-HT,29.75710076105928,39.709964733135315,9.952863972076038,13
RFQ731-000009,V8_EXTRACTED,6,CFG731_240d537f14b1a01d,G731ST-HT,29.75710076105928,39.709964733135315,9.952863972076038,13
RFQ731-000009,V8_EXTRACTED,7,CFG731_e489ae1a5426e276,G731ST-HT,29.50599631910082,39.59836275893156,10.092366439830739,13
RFQ731-000009,V8_EXTRACTED,8,CFG731_7cc9f85131c775cb,G731ST-HT,27.84562224389575,38.86041872550708,11.014796481611333,13
RFQ731-000009,V8_EXTRACTED,9,CFG731_5c80dfb541787e3e,G731ST-HT,27.84562224389575,38.86041872550708,11.014796481611333,13
RFQ731-000009,V8_EXTRACTED,10,CFG731_e2d64e127f97296d,G731ST-HT,27.594517801937293,38.74881675130332,11.154298949366032,13
RFQ731-000010,V8_EXTRACTED,1,CFG731_e03b41992c837b34,G731ST-LT,31.99881841435988,35.66933518972472,3.6705167753648373,13
RFQ731-000010,V8_EXTRACTED,2,CFG731_455da2f832a6b66d,G731ST-LT,31.99881841435988,35.66933518972472,3.6705167753648373,13
RFQ731-000010,V8_EXTRACTED,3,CFG731_996314000fcfec4b,G731ST-LT,31.99881841435988,35.66933518972472,3.6705167753648373,13
RFQ731-000010,V8_EXTRACTED,4,CFG731_4c72f78c1186e8f7,G731ST-LT,31.99881841435988,35.66933518972472,3.6705167753648373,13
RFQ731-000010,V8_EXTRACTED,5,CFG731_49cd4cbef1081333,G731ST-LT,31.679991299126776,35.527634249621116,3.8476429504943415,13
RFQ731-000010,V8_EXTRACTED,6,CFG731_0e146b48e4ed8b98,G731ST-LT,31.679991299126776,35.527634249621116,3.8476429504943415,13
RFQ731-000010,V8_EXTRACTED,7,CFG731_26554ff79bcf8a3f,G731ST-LT,31.679991299126776,35.527634249621116,3.8476429504943415,13
RFQ731-000010,V8_EXTRACTED,8,CFG731_7f5bfa7b21e81359,G731ST-LT,31.679991299126776,35.527634249621116,3.8476429504943415,13
RFQ731-000010,V8_EXTRACTED,9,CFG731_ae877a3b18b65d0a,G731ST-LT,28.23809065648325,33.99790063066844,5.7598099741851865,12
RFQ731-000010,V8_EXTRACTED,10,CFG731_98bb5036a27a91a8,G731ST-LT,28.23809065648325,33.99790063066844,5.7598099741851865,12
RFQ731-000011,V8_EXTRACTED,1,CFG731_ef8d68b6d278bfec,G731ST-HT,38.93430881940695,41.524241018190544,2.5899321987835897,13
RFQ731-000011,V8_EXTRACTED,2,CFG731_8b18ac1c34209d63,G731ST-HT,38.93430881940695,41.524241018190544,2.5899321987835897,13
RFQ731-000011,V8_EXTRACTED,3,CFG731_708466e4f37148f0,G731ST-HT,38.93430881940695,41.524241018190544,2.5899321987835897,13
RFQ731-000011,V8_EXTRACTED,4,CFG731_cd71ec2726e971ef,G731ST-HT,38.93430881940695,41.524241018190544,2.5899321987835897,13
RFQ731-000011,V8_EXTRACTED,5,CFG731_b30ceef5c5f902ca,G731ST-HT,33.37774323767228,39.054656315197356,5.676913077525076,12
RFQ731-000011,V8_EXTRACTED,6,CFG731_d44e54f35ee15977,G731ST-HT,33.37774323767228,39.054656315197356,5.676913077525076,12
RFQ731-000011,V8_EXTRACTED,7,CFG731_f9cbe189d57c95a1,G731ST-HT,33.37774323767228,39.054656315197356,5.676913077525076,12
RFQ731-000011,V8_EXTRACTED,8,CFG731_80619ff0be976225,G731ST-HT,33.37774323767228,39.054656315197356,5.676913077525076,12
RFQ731-000011,V8_EXTRACTED,9,CFG731_e7ac403b81e86f8f,G731ST-HT,29.8905431751681,37.504789620751055,7.614246445582953,12
RFQ731-000011,V8_EXTRACTED,10,CFG731_7b2f69a7ca55041b,G731ST-HT,29.8905431751681,37.504789620751055,7.614246445582953,12
RFQ731-000012,V8_EXTRACTED,1,CFG731_6e27958dc8215006,x731,41.979243025848184,41.979243025848184,0.0,16
RFQ731-000012,V8_EXTRACTED,2,CFG731_8d07e19298d09d34,x731,37.57499216081828,40.02179819694601,2.4468060361277253,15
RFQ731-000012,V8_EXTRACTED,3,CFG731_32b1041fd68aac23,x731,37.03476567641814,39.78169753721261,2.7469318607944704,15
RFQ731-000012,V8_EXTRACTED,4,CFG731_92d4ed621aef46c2,x731,36.91991131209009,39.73065115306681,2.810739840976717,15
RFQ731-000012,V8_EXTRACTED,5,CFG731_c9f7a6e9a165e99d,x731,35.9944607237732,39.31933978048152,3.3248790567083235,15
RFQ731-000012,V8_EXTRACTED,6,CFG731_d19bd87a4eba7364,x731,35.62781680903216,39.15638692948551,3.5285701204533466,15
RFQ731-000012,V8_EXTRACTED,7,CFG731_a7dc06adf945eba3,x731,32.54206293629109,37.78494076382281,5.24287782753172,15
RFQ731-000012,V8_EXTRACTED,8,CFG731_ddfa4ab00c1bcdd0,x731,32.51566044706019,37.77320632416463,5.257545877104443,14
RFQ731-000012,V8_EXTRACTED,9,CFG731_0b33555ff08fcd28,x731,32.183045639142826,37.625377520645806,5.442331881502978,14
RFQ731-000012,V8_EXTRACTED,10,CFG731_bddb4195ad08d693,x731,32.17660769152656,37.622516210594135,5.445908519067567,14
RFQ731-000013,V8_EXTRACTED,1,CFG731_05cf1a0209b4f9a8,x731,35.18469854490538,35.18469854490538,0.0,15
RFQ731-000013,V8_EXTRACTED,2,CFG731_60f3aae8ede70fe0,x731,35.18469854490538,35.18469854490538,0.0,15
RFQ731-000013,V8_EXTRACTED,3,CFG731_e80085d86d0bbfa9,x731,35.18469854490538,35.18469854490538,0.0,15
RFQ731-000013,V8_EXTRACTED,4,CFG731_b86fda83f997f894,x731,35.18469854490538,35.18469854490538,0.0,15
RFQ731-000013,V8_EXTRACTED,5,CFG731_6526112621a9ee97,x731,31.360842879157083,33.48520713790614,2.124364258749055,14
RFQ731-000013,V8_EXTRACTED,6,CFG731_1cfadf20495f86bf,x731,31.360842879157083,33.48520713790614,2.124364258749055,14
RFQ731-000013,V8_EXTRACTED,7,CFG731_a4339f07d181d686,x731,31.197698512993995,33.412698530722544,2.215000017728548,14
RFQ731-000013,V8_EXTRACTED,8,CFG731_1af3f9470bd904d5,x731,31.197698512993995,33.412698530722544,2.215000017728548,14
RFQ731-000013,V8_EXTRACTED,9,CFG731_4a42ba5932c01b01,x731,31.197698512993995,33.412698530722544,2.215000017728548,14
RFQ731-000013,V8_EXTRACTED,10,CFG731_63eea9420833169a,x731,31.125399495440575,33.38056563403213,2.2551661385915582,14
RFQ731-000014,V8_EXTRACTED,1,CFG731_7ffc09802c7b60bf,x731,32.24421879394788,41.07555398443161,8.831335190483724,16
RFQ731-000014,V8_EXTRACTED,2,CFG731_5dd42015f6f61801,x731,32.24421879394788,41.07555398443161,8.831335190483724,16
RFQ731-000014,V8_EXTRACTED,3,CFG731_05cf1a0209b4f9a8,x731,30.530094489487922,40.31372096022718,9.78362647073925,16
RFQ731-000014,V8_EXTRACTED,4,CFG731_60f3aae8ede70fe0,x731,30.530094489487922,40.31372096022718,9.78362647073925,16
RFQ731-000014,V8_EXTRACTED,5,CFG731_3b2a32abbf148ca1,x731,30.037446780832493,40.09476642304699,10.057319642214491,16
RFQ731-000014,V8_EXTRACTED,6,CFG731_8c429238b2628537,x731,30.037446780832493,40.09476642304699,10.057319642214491,16
RFQ731-000014,V8_EXTRACTED,7,CFG731_f87794e7a98d0b11,x731,28.323322476372542,39.33293339884257,11.00961092247002,16
RFQ731-000014,V8_EXTRACTED,8,CFG731_dca3d8725270dd93,x731,28.323322476372542,39.33293339884257,11.00961092247002,16
RFQ731-000014,V8_EXTRACTED,9,CFG731_3d652e6a54b1c68b,x731,28.059737518622896,39.21578452873161,11.156047010108715,15
RFQ731-000014,V8_EXTRACTED,10,CFG731_021f4647ad1035b8,x731,27.975061836701222,39.17815089232199,11.203089055620753,15
RFQ731-000015,V8_EXTRACTED,1,CFG731_219ac3d01befd6d1,x731,30.093954385947196,35.07764662593657,4.983692239989382,14
RFQ731-000015,V8_EXTRACTED,2,CFG731_d47fa87df22e968e,x731,30.093954385947196,35.07764662593657,4.983692239989382,14
RFQ731-000015,V8_EXTRACTED,3,CFG731_5d255cf6dd296018,x731,30.093954385947196,35.07764662593657,4.983692239989382,14
RFQ731-000015,V8_EXTRACTED,4,CFG731_97796c9ac2811c94,x731,30.093954385947196,35.07764662593657,4.983692239989382,14
RFQ731-000015,V8_EXTRACTED,5,CFG731_3611bb1fba248e38,x731,28.379830081487246,34.31581360173215,5.93598352024491,14
RFQ731-000015,V8_EXTRACTED,6,CFG731_357a7724550c556f,x731,28.379830081487246,34.31581360173215,5.93598352024491,14
RFQ731-000015,V8_EXTRACTED,7,CFG731_da02526d254e2e35,x731,28.379830081487246,34.31581360173215,5.93598352024491,14
RFQ731-000015,V8_EXTRACTED,8,CFG731_32b1041fd68aac23,x731,28.379830081487246,34.31581360173215,5.93598352024491,14
RFQ731-000015,V8_EXTRACTED,9,CFG731_c52f7eb3e0603707,x731,25.90947311062221,33.217877170236584,7.308404059614373,13
RFQ731-000015,V8_EXTRACTED,10,CFG731_7003cfd4e569b57b,x731,25.90947311062221,33.217877170236584,7.308404059614373,13
RFQ731-000016,V8_EXTRACTED,1,CFG731_c39096767a7ae083,x731,33.441557616313936,33.441557616313936,0.0,13
RFQ731-000016,V8_EXTRACTED,2,CFG731_ef02695e374fc418,x731,33.441557616313936,33.441557616313936,0.0,13
RFQ731-000016,V8_EXTRACTED,3,CFG731_5191b7dfd5137ba1,x731,33.441557616313936,33.441557616313936,0.0,13
RFQ731-000016,V8_EXTRACTED,4,CFG731_352cbd30ecacb8ee,x731,33.441557616313936,33.441557616313936,0.0,13
RFQ731-000016,V8_EXTRACTED,5,CFG731_1a94d4f54519245f,x731,33.441557616313936,33.441557616313936,0.0,13
RFQ731-000016,V8_EXTRACTED,6,CFG731_0c05dd0ad4f3894a,x731,29.454557584402547,31.669557602131096,2.215000017728548,12
RFQ731-000016,V8_EXTRACTED,7,CFG731_4458dc2930ba5c51,x731,29.454557584402547,31.669557602131096,2.215000017728548,12
RFQ731-000016,V8_EXTRACTED,8,CFG731_747411fe70ba8e8d,x731,28.660081226942243,31.316456998815404,2.656375771873161,12
RFQ731-000016,V8_EXTRACTED,9,CFG731_1f7c154d7e34e86e,x731,28.660081226942243,31.316456998815404,2.656375771873161,12
RFQ731-000016,V8_EXTRACTED,10,CFG731_a9a1b4f80067a4f8,x731,28.660081226942243,31.316456998815404,2.656375771873161,12
RFQ731-000017,V8_EXTRACTED,1,CFG731_c37386a371e13fa8,F731WD_DualChannel,47.260553796693756,48.56117585085937,1.300622054165614,11
RFQ731-000017,V8_EXTRACTED,2,CFG731_c0f6f70a47ed04ba,F731WD_DualChannel,47.260553796693756,48.56117585085937,1.300622054165614,11
RFQ731-000017,V8_EXTRACTED,3,CFG731_819cb4e76943eca6,F731WD_DualChannel,47.260553796693756,48.56117585085937,1.300622054165614,11
RFQ731-000017,V8_EXTRACTED,4,CFG731_8281908b452128f3,F731WD_DualChannel,47.260553796693756,48.56117585085937,1.300622054165614,11
RFQ731-000017,V8_EXTRACTED,5,CFG731_d2034bb5aa313dac,F731WD_DualChannel,47.260553796693756,48.56117585085937,1.300622054165614,11
RFQ731-000017,V8_EXTRACTED,6,CFG731_af8fc23bebdac123,F731WD_DualChannel,42.54461748583096,46.46520415714257,3.920586671311609,10
RFQ731-000017,V8_EXTRACTED,7,CFG731_35ed22cad11f9a11,F731WD_DualChannel,42.54461748583096,46.46520415714257,3.920586671311609,10
RFQ731-000017,V8_EXTRACTED,8,CFG731_783ba1dc5751818d,F731WD_DualChannel,42.54461748583096,46.46520415714257,3.920586671311609,10
RFQ731-000017,V8_EXTRACTED,9,CFG731_a4610f5f38e7d946,F731WD_DualChannel,42.54461748583096,46.46520415714257,3.920586671311609,10
RFQ731-000017,V8_EXTRACTED,10,CFG731_e8331b2a91577f04,F731WD_DualChannel,42.54461748583096,46.46520415714257,3.920586671311609,10
RFQ731-000018,V8_EXTRACTED,1,CFG731_fd6959ad3c5fd9ed,F731TE,22.690916995278748,31.064524488254094,8.373607492975346,9
RFQ731-000018,V8_EXTRACTED,2,CFG731_874928f24c55285e,F731TE,22.690916995278748,31.064524488254094,8.373607492975346,9
RFQ731-000018,V8_EXTRACTED,3,CFG731_1962af6277da6f54,F731TE,22.690916995278748,31.064524488254094,8.373607492975346,9
RFQ731-000018,V8_EXTRACTED,4,CFG731_54559f782190a122,F731TE,20.976792690818797,30.302691464049673,9.325898773230872,9
RFQ731-000018,V8_EXTRACTED,5,CFG731_3794187f0a0c3133,F731TE,20.976792690818797,30.302691464049673,9.325898773230872,9
RFQ731-000018,V8_EXTRACTED,6,CFG731_344778a042931752,F731TE,20.976792690818797,30.302691464049673,9.325898773230872,9
RFQ731-000018,V8_EXTRACTED,7,CFG731_8b8ba7e2341f1295,F731TE,14.820681782950974,27.566642171663972,12.745960388712998,8
RFQ731-000018,V8_EXTRACTED,8,CFG731_b7c1a02b25610507,F731TE,14.820681782950974,27.566642171663972,12.745960388712998,8
RFQ731-000018,V8_EXTRACTED,9,CFG731_7c93880f0c6b22c5,F731TE,14.820681782950974,27.566642171663972,12.745960388712998,8
RFQ731-000018,V8_EXTRACTED,10,CFG731_07fb816f7dc25bc8,F731TE,13.106557478491023,26.80480914745955,13.698251668968528,8
RFQ731-000019,V8_EXTRACTED,1,CFG731_fa063863b8688588,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,2,CFG731_cf0392d0aaac28b1,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,3,CFG731_33fed5318b1a4f2f,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,4,CFG731_7157b3d45716ad8f,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,5,CFG731_6ba028da3bba9c41,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,6,CFG731_c09a2b39ab3ecba0,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,7,CFG731_ed19d16aecf53db8,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,8,CFG731_3dd4cfcf6ee98460,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,9,CFG731_bd2172ffd6b9273a,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000019,V8_EXTRACTED,10,CFG731_935bc110c01e9e85,x731,18.910754948804318,27.107732331872107,8.196977383067791,11
RFQ731-000020,V8_EXTRACTED,1,CFG731_8d2d91c46ccfb471,x731,25.9549748480367,37.99959518159883,12.044620333562133,14
RFQ731-000020,V8_EXTRACTED,2,CFG731_48772fd385d8dcd5,x731,25.9549748480367,37.99959518159883,12.044620333562133,14
RFQ731-000020,V8_EXTRACTED,3,CFG731_0c05dd0ad4f3894a,x731,23.03964452530022,36.703892815938175,13.664248290637952,14
RFQ731-000020,V8_EXTRACTED,4,CFG731_e08dfad4737be3d9,x731,23.03964452530022,36.703892815938175,13.664248290637952,14
RFQ731-000020,V8_EXTRACTED,5,CFG731_ff3460f478ef969b,x731,21.52457350497285,36.0305279180149,14.505954413042044,13
RFQ731-000020,V8_EXTRACTED,6,CFG731_5ea309f998205da7,x731,21.29309689022623,35.92764942257195,14.634552532345722,13
RFQ731-000020,V8_EXTRACTED,7,CFG731_a633b8dd2d541170,x731,21.29309689022623,35.92764942257195,14.634552532345722,13
RFQ731-000020,V8_EXTRACTED,8,CFG731_40f5d9ccf1b30166,x731,21.29309689022623,35.92764942257195,14.634552532345722,13
RFQ731-000020,V8_EXTRACTED,9,CFG731_9ccdadb28a07accd,x731,21.29309689022623,35.92764942257195,14.634552532345722,13
RFQ731-000020,V8_EXTRACTED,10,CFG731_79d5571d44c945f6,x731,21.29309689022623,35.92764942257195,14.634552532345722,13
RFQ731-000021,V8_EXTRACTED,1,CFG731_fcc72e9951376cf3,G731ST-HT,37.239896708876394,37.239896708876394,0.0,13
