synthetic_id,package_context,nearest_real_distance,technical_novelty_score,exact_match_to_real,technical_novelty
SYN_731_000037,x731,1,0.05263157894736842,False,True
SYN_731_000038,x731,1,0.05263157894736842,False,True
SYN_731_000039,x731,1,0.05263157894736842,False,True
SYN_731_000040,x731,1,0.05263157894736842,False,True
SYN_731_000041,x731,1,0.05263157894736842,False,True
SYN_731_000042,x731,1,0.05263157894736842,False,True
SYN_731_000043,x731,2,0.10526315789473684,False,True
SYN_731_000044,x731,1,0.05263157894736842,False,True
SYN_731_000045,x731,1,0.05263157894736842,False,True
SYN_731_000046,x731,1,0.05263157894736842,False,True
SYN_731_000047,x731,1,0.05263157894736842,False,True
SYN_731_000048,x731,2,0.10526315789473684,False,True
SYN_731_000049,x731,2,0.10526315789473684,False,True
SYN_731_000050,x731,1,0.05263157894736842,False,True
SYN_731_000051,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000052,x731,2,0.10526315789473684,False,True
SYN_731_000053,x731,1,0.05263157894736842,False,True
SYN_731_000054,x731,1,0.05263157894736842,False,True
SYN_731_000055,x731,1,0.05263157894736842,False,True
SYN_731_000056,x731,1,0.05263157894736842,False,True
SYN_731_000057,x731,3,0.15789473684210525,False,True
SYN_731_000058,x731,2,0.10526315789473684,False,True
SYN_731_000059,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000060,x731,1,0.05263157894736842,False,True
SYN_731_000061,x731,2,0.10526315789473684,False,True
SYN_731_000062,x731,2,0.10526315789473684,False,True
SYN_731_000063,x731,3,0.15789473684210525,False,True
SYN_731_000064,x731,1,0.05263157894736842,False,True
SYN_731_000065,x731,1,0.05263157894736842,False,True
SYN_731_000066,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000067,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000068,x731,2,0.10526315789473684,False,True
SYN_731_000069,x731,1,0.05263157894736842,False,True
SYN_731_000070,x731,1,0.05263157894736842,True,False
SYN_731_000071,x731,1,0.05263157894736842,False,True
SYN_731_000072,x731,1,0.05263157894736842,False,True
SYN_731_000073,x731,2,0.10526315789473684,False,True
SYN_731_000074,x731,1,0.05263157894736842,False,True
SYN_731_000075,x731,1,0.05263157894736842,False,True
SYN_731_000076,x731,2,0.10526315789473684,False,True
SYN_731_000077,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000078,x731,1,0.05263157894736842,False,True
SYN_731_000079,x731,1,0.05263157894736842,False,True
SYN_731_000080,x731,1,0.05263157894736842,False,True
SYN_731_000081,G731ST-HT,0,0.0,True,False
SYN_731_000082,x731,3,0.15789473684210525,False,True
SYN_731_000083,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000084,x731,1,0.05263157894736842,False,True
SYN_731_000085,x731,1,0.05263157894736842,False,True
SYN_731_000086,x731,2,0.10526315789473684,False,True
SYN_731_000087,x731,1,0.05263157894736842,False,True
SYN_731_000088,x731,3,0.15789473684210525,False,True
SYN_731_000089,x731,1,0.05263157894736842,False,True
SYN_731_000090,G731CA,1,0.05263157894736842,False,True
SYN_731_000091,x731,2,0.10526315789473684,False,True
SYN_731_000092,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000093,F731TE,1,0.05263157894736842,False,True
SYN_731_000094,x731,1,0.05263157894736842,False,True
SYN_731_000095,x731,2,0.10526315789473684,False,True
SYN_731_000096,x731,1,0.05263157894736842,False,True
SYN_731_000097,x731,1,0.05263157894736842,False,True
SYN_731_000098,x731,1,0.05263157894736842,False,True
SYN_731_000099,x731,2,0.10526315789473684,False,True
SYN_731_000100,x731,1,0.05263157894736842,False,True
SYN_731_000101,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000102,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000103,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000104,x731,2,0.10526315789473684,False,True
SYN_731_000105,x731,1,0.05263157894736842,False,True
SYN_731_000106,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000107,x731,2,0.10526315789473684,False,True
SYN_731_000108,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000109,x731,1,0.05263157894736842,False,True
SYN_731_000110,x731,1,0.05263157894736842,False,True
SYN_731_000111,x731,2,0.10526315789473684,False,True
SYN_731_000112,x731,2,0.10526315789473684,False,True
SYN_731_000113,x731,1,0.05263157894736842,False,True
SYN_731_000114,x731,2,0.10526315789473684,False,True
SYN_731_000115,x731,2,0.10526315789473684,False,True
SYN_731_000116,x731,1,0.05263157894736842,False,True
SYN_731_000117,G731CA,1,0.05263157894736842,False,True
SYN_731_000118,x731,2,0.10526315789473684,False,True
SYN_731_000119,x731,2,0.10526315789473684,False,True
SYN_731_000120,x731,1,0.05263157894736842,False,True
SYN_731_000121,x731,1,0.05263157894736842,False,True
SYN_731_000122,x731,1,0.05263157894736842,False,True
SYN_731_000123,x731,2,0.10526315789473684,False,True
SYN_731_000124,x731,1,0.05263157894736842,False,True
SYN_731_000125,x731,1,0.05263157894736842,False,True
SYN_731_000126,x731,1,0.05263157894736842,False,True
SYN_731_000127,x731,2,0.10526315789473684,False,True
SYN_731_000128,x731,2,0.10526315789473684,False,True
SYN_731_000129,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000130,x731,1,0.05263157894736842,False,True
SYN_731_000131,x731,1,0.05263157894736842,False,True
SYN_731_000132,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000133,x731,1,0.05263157894736842,False,True
SYN_731_000134,x731,2,0.10526315789473684,False,True
SYN_731_000135,x731,1,0.05263157894736842,False,True
SYN_731_000136,x731,2,0.10526315789473684,False,True
SYN_731_000137,x731,1,0.05263157894736842,False,True
SYN_731_000138,x731,1,0.05263157894736842,False,True
SYN_731_000139,x731,1,0.05263157894736842,False,True
SYN_731_000140,x731,1,0.05263157894736842,False,True
SYN_731_000141,x731,1,0.05263157894736842,False,True
SYN_731_000142,x731,2,0.10526315789473684,False,True
SYN_731_000143,x731,1,0.05263157894736842,False,True
SYN_731_000144,x731,1,0.05263157894736842,False,True
SYN_731_000145,x731,1,0.05263157894736842,False,True
SYN_731_000146,x731,1,0.05263157894736842,False,True
SYN_731_000147,x731,1,0.05263157894736842,False,True
SYN_731_000148,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000149,x731,1,0.05263157894736842,False,True
SYN_731_000150,x731,2,0.10526315789473684,False,True
SYN_731_000151,x731,1,0.05263157894736842,False,True
SYN_731_000152,x731,2,0.10526315789473684,False,True
SYN_731_000153,x731,3,0.15789473684210525,False,True
SYN_731_000154,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000155,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000156,x731,1,0.05263157894736842,False,True
SYN_731_000157,x731,1,0.05263157894736842,False,True
SYN_731_000158,x731,1,0.05263157894736842,True,False
SYN_731_000159,x731,2,0.10526315789473684,False,True
SYN_731_000160,x731,1,0.05263157894736842,False,True
SYN_731_000161,x731,1,0.05263157894736842,False,True
SYN_731_000162,x731,1,0.05263157894736842,False,True
SYN_731_000163,x731,1,0.05263157894736842,False,True
SYN_731_000164,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000165,x731,1,0.05263157894736842,False,True
SYN_731_000166,x731,1,0.05263157894736842,False,True
SYN_731_000167,x731,1,0.05263157894736842,False,True
SYN_731_000168,x731,2,0.10526315789473684,False,True
SYN_731_000169,x731,1,0.05263157894736842,False,True
SYN_731_000170,x731,1,0.05263157894736842,False,True
SYN_731_000171,x731,2,0.10526315789473684,False,True
SYN_731_000172,x731,1,0.05263157894736842,False,True
SYN_731_000173,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000174,x731,1,0.05263157894736842,False,True
SYN_731_000175,x731,1,0.05263157894736842,False,True
SYN_731_000176,x731,2,0.10526315789473684,False,True
SYN_731_000177,x731,1,0.05263157894736842,False,True
SYN_731_000178,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000179,x731,2,0.10526315789473684,False,True
SYN_731_000180,x731,1,0.05263157894736842,False,True
SYN_731_000181,x731,1,0.05263157894736842,False,True
SYN_731_000182,x731,2,0.10526315789473684,False,True
SYN_731_000183,x731,2,0.10526315789473684,False,True
SYN_731_000184,x731,1,0.05263157894736842,False,True
SYN_731_000185,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000186,x731,3,0.15789473684210525,False,True
SYN_731_000187,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000188,x731,2,0.10526315789473684,False,True
SYN_731_000189,x731,1,0.05263157894736842,False,True
SYN_731_000190,x731,2,0.10526315789473684,False,True
SYN_731_000191,x731,1,0.05263157894736842,False,True
SYN_731_000192,x731,3,0.15789473684210525,False,True
SYN_731_000193,x731,1,0.05263157894736842,False,True
SYN_731_000194,x731,1,0.05263157894736842,False,True
SYN_731_000195,x731,1,0.05263157894736842,False,True
SYN_731_000196,x731,1,0.05263157894736842,False,True
SYN_731_000197,x731,2,0.10526315789473684,False,True
SYN_731_000198,x731,1,0.05263157894736842,False,True
SYN_731_000199,x731,1,0.05263157894736842,False,True
SYN_731_000200,x731,1,0.05263157894736842,False,True
SYN_731_000201,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000202,x731,1,0.05263157894736842,False,True
SYN_731_000203,x731,2,0.10526315789473684,False,True
SYN_731_000204,x731,2,0.10526315789473684,False,True
SYN_731_000205,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000206,x731,3,0.15789473684210525,False,True
SYN_731_000207,x731,1,0.05263157894736842,False,True
SYN_731_000208,G731CA,1,0.05263157894736842,False,True
SYN_731_000209,x731,1,0.05263157894736842,False,True
SYN_731_000210,x731,1,0.05263157894736842,False,True
SYN_731_000211,x731,3,0.15789473684210525,False,True
SYN_731_000212,x731,2,0.10526315789473684,False,True
SYN_731_000213,F731TE,1,0.05263157894736842,False,True
SYN_731_000214,x731,2,0.10526315789473684,False,True
SYN_731_000215,x731,1,0.05263157894736842,False,True
SYN_731_000216,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000217,x731,1,0.05263157894736842,False,True
SYN_731_000218,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000219,x731,1,0.05263157894736842,False,True
SYN_731_000220,x731,1,0.05263157894736842,False,True
SYN_731_000221,x731,1,0.05263157894736842,False,True
SYN_731_000222,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000223,x731,1,0.05263157894736842,False,True
SYN_731_000224,x731,1,0.05263157894736842,False,True
SYN_731_000225,x731,1,0.05263157894736842,False,True
SYN_731_000226,x731,1,0.05263157894736842,False,True
SYN_731_000227,x731,1,0.05263157894736842,False,True
SYN_731_000228,x731,1,0.05263157894736842,False,True
SYN_731_000229,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000230,x731,3,0.15789473684210525,False,True
SYN_731_000231,x731,1,0.05263157894736842,False,True
SYN_731_000232,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000233,x731,1,0.05263157894736842,False,True
SYN_731_000234,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000235,x731,2,0.10526315789473684,False,True
SYN_731_000236,x731,1,0.05263157894736842,False,True
SYN_731_000237,x731,1,0.05263157894736842,False,True
SYN_731_000238,x731,1,0.05263157894736842,False,True
SYN_731_000239,x731,1,0.05263157894736842,False,True
SYN_731_000240,x731,2,0.10526315789473684,False,True
SYN_731_000241,x731,1,0.05263157894736842,False,True
SYN_731_000242,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000243,x731,1,0.05263157894736842,False,True
SYN_731_000244,x731,1,0.05263157894736842,False,True
SYN_731_000245,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000246,x731,1,0.05263157894736842,False,True
SYN_731_000247,x731,1,0.05263157894736842,False,True
SYN_731_000248,x731,1,0.05263157894736842,False,True
SYN_731_000249,x731,1,0.05263157894736842,False,True
SYN_731_000250,x731,2,0.10526315789473684,False,True
SYN_731_000251,x731,1,0.05263157894736842,False,True
SYN_731_000252,x731,1,0.05263157894736842,False,True
SYN_731_000253,x731,1,0.05263157894736842,False,True
SYN_731_000254,x731,1,0.05263157894736842,False,True
SYN_731_000255,x731,1,0.05263157894736842,False,True
SYN_731_000256,x731,2,0.10526315789473684,False,True
SYN_731_000257,x731,1,0.05263157894736842,False,True
SYN_731_000258,x731,1,0.05263157894736842,False,True
SYN_731_000259,x731,1,0.05263157894736842,True,False
SYN_731_000260,x731,2,0.10526315789473684,False,True
SYN_731_000261,x731,1,0.05263157894736842,False,True
SYN_731_000262,x731,1,0.05263157894736842,False,True
SYN_731_000263,x731,1,0.05263157894736842,False,True
SYN_731_000264,x731,1,0.05263157894736842,False,True
SYN_731_000265,x731,2,0.10526315789473684,False,True
SYN_731_000266,x731,1,0.05263157894736842,False,True
SYN_731_000267,x731,3,0.15789473684210525,False,True
SYN_731_000268,x731,3,0.15789473684210525,False,True
SYN_731_000269,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000270,x731,2,0.10526315789473684,False,True
SYN_731_000271,x731,2,0.10526315789473684,False,True
SYN_731_000272,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000273,x731,1,0.05263157894736842,False,True
SYN_731_000274,x731,1,0.05263157894736842,False,True
SYN_731_000275,x731,1,0.05263157894736842,False,True
SYN_731_000276,x731,1,0.05263157894736842,False,True
SYN_731_000277,x731,1,0.05263157894736842,False,True
SYN_731_000278,x731,2,0.10526315789473684,False,True
SYN_731_000279,x731,1,0.05263157894736842,False,True
SYN_731_000280,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000281,x731,2,0.10526315789473684,False,True
SYN_731_000282,x731,2,0.10526315789473684,False,True
SYN_731_000283,F731TE,1,0.05263157894736842,False,True
SYN_731_000284,x731,1,0.05263157894736842,False,True
SYN_731_000285,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000286,x731,3,0.15789473684210525,False,True
SYN_731_000287,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000288,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000289,x731,1,0.05263157894736842,False,True
SYN_731_000290,x731,2,0.10526315789473684,False,True
SYN_731_000291,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000292,x731,1,0.05263157894736842,False,True
SYN_731_000293,x731,1,0.05263157894736842,False,True
SYN_731_000294,x731,2,0.10526315789473684,False,True
SYN_731_000295,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000296,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000297,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000298,x731,4,0.21052631578947367,False,True
SYN_731_000299,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000300,x731,1,0.05263157894736842,False,True
SYN_731_000301,x731,1,0.05263157894736842,False,True
SYN_731_000302,x731,1,0.05263157894736842,False,True
SYN_731_000303,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000304,x731,1,0.05263157894736842,False,True
SYN_731_000305,x731,2,0.10526315789473684,False,True
SYN_731_000306,F731PW,1,0.05263157894736842,True,False
SYN_731_000307,F731PW,0,0.0,True,False
SYN_731_000308,x731,1,0.05263157894736842,False,True
SYN_731_000309,x731,2,0.10526315789473684,False,True
SYN_731_000310,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000311,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000312,x731,1,0.05263157894736842,False,True
SYN_731_000313,x731,1,0.05263157894736842,False,True
SYN_731_000314,x731,2,0.10526315789473684,False,True
SYN_731_000315,x731,1,0.05263157894736842,False,True
SYN_731_000316,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000317,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000318,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000319,x731,1,0.05263157894736842,False,True
SYN_731_000320,G731ST-LT,1,0.05263157894736842,True,False
SYN_731_000321,x731,1,0.05263157894736842,False,True
SYN_731_000322,x731,1,0.05263157894736842,False,True
SYN_731_000323,x731,1,0.05263157894736842,False,True
SYN_731_000324,x731,1,0.05263157894736842,False,True
SYN_731_000325,x731,1,0.05263157894736842,False,True
SYN_731_000326,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000327,x731,1,0.05263157894736842,False,True
SYN_731_000328,x731,1,0.05263157894736842,False,True
SYN_731_000329,x731,1,0.05263157894736842,False,True
SYN_731_000330,x731,2,0.10526315789473684,False,True
SYN_731_000331,x731,1,0.05263157894736842,False,True
SYN_731_000332,x731,2,0.10526315789473684,False,True
SYN_731_000333,x731,2,0.10526315789473684,False,True
SYN_731_000334,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000335,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000336,x731,3,0.15789473684210525,False,True
SYN_731_000337,x731,1,0.05263157894736842,False,True
SYN_731_000338,x731,1,0.05263157894736842,False,True
SYN_731_000339,x731,1,0.05263157894736842,False,True
SYN_731_000340,x731,1,0.05263157894736842,False,True
SYN_731_000341,x731,1,0.05263157894736842,False,True
SYN_731_000342,x731,1,0.05263157894736842,False,True
SYN_731_000343,x731,2,0.10526315789473684,False,True
SYN_731_000344,x731,1,0.05263157894736842,False,True
SYN_731_000345,x731,1,0.05263157894736842,False,True
SYN_731_000346,F731PW,0,0.0,True,False
SYN_731_000347,x731,2,0.10526315789473684,False,True
SYN_731_000348,x731,2,0.10526315789473684,False,True
SYN_731_000349,x731,1,0.05263157894736842,False,True
SYN_731_000350,x731,1,0.05263157894736842,False,True
SYN_731_000351,G731CA,1,0.05263157894736842,True,False
SYN_731_000352,x731,1,0.05263157894736842,False,True
SYN_731_000353,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000354,x731,1,0.05263157894736842,False,True
SYN_731_000355,x731,1,0.05263157894736842,False,True
SYN_731_000356,F731TE,1,0.05263157894736842,False,True
SYN_731_000357,x731,1,0.05263157894736842,False,True
SYN_731_000358,x731,1,0.05263157894736842,False,True
SYN_731_000359,x731,1,0.05263157894736842,False,True
SYN_731_000360,x731,1,0.05263157894736842,False,True
SYN_731_000361,x731,1,0.05263157894736842,False,True
SYN_731_000362,x731,3,0.15789473684210525,False,True
SYN_731_000363,x731,1,0.05263157894736842,False,True
SYN_731_000364,x731,4,0.21052631578947367,False,True
SYN_731_000365,x731,1,0.05263157894736842,False,True
SYN_731_000366,x731,2,0.10526315789473684,False,True
SYN_731_000367,x731,2,0.10526315789473684,False,True
SYN_731_000368,x731,2,0.10526315789473684,False,True
SYN_731_000369,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000370,x731,1,0.05263157894736842,False,True
SYN_731_000371,x731,1,0.05263157894736842,False,True
SYN_731_000372,x731,3,0.15789473684210525,False,True
SYN_731_000373,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000374,x731,1,0.05263157894736842,False,True
SYN_731_000375,x731,1,0.05263157894736842,False,True
SYN_731_000376,x731,1,0.05263157894736842,False,True
SYN_731_000377,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000378,x731,1,0.05263157894736842,False,True
SYN_731_000379,x731,1,0.05263157894736842,False,True
SYN_731_000380,x731,2,0.10526315789473684,False,True
SYN_731_000381,x731,1,0.05263157894736842,False,True
SYN_731_000382,x731,1,0.05263157894736842,True,False
SYN_731_000383,x731,1,0.05263157894736842,False,True
SYN_731_000384,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000385,x731,3,0.15789473684210525,False,True
SYN_731_000386,x731,1,0.05263157894736842,False,True
SYN_731_000387,x731,1,0.05263157894736842,True,False
SYN_731_000388,x731,2,0.10526315789473684,False,True
SYN_731_000389,x731,2,0.10526315789473684,False,True
SYN_731_000390,x731,1,0.05263157894736842,False,True
SYN_731_000391,x731,1,0.05263157894736842,False,True
SYN_731_000392,x731,3,0.15789473684210525,False,True
SYN_731_000393,x731,2,0.10526315789473684,False,True
SYN_731_000394,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000395,x731,2,0.10526315789473684,False,True
SYN_731_000396,x731,3,0.15789473684210525,False,True
SYN_731_000397,x731,1,0.05263157894736842,False,True
SYN_731_000398,x731,1,0.05263157894736842,False,True
SYN_731_000399,G731ST-HT,1,0.05263157894736842,True,False
SYN_731_000400,x731,1,0.05263157894736842,False,True
SYN_731_000401,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000402,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000403,x731,2,0.10526315789473684,False,True
SYN_731_000404,x731,1,0.05263157894736842,False,True
SYN_731_000405,x731,1,0.05263157894736842,False,True
SYN_731_000406,x731,1,0.05263157894736842,False,True
SYN_731_000407,x731,1,0.05263157894736842,False,True
SYN_731_000408,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000409,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000410,x731,1,0.05263157894736842,False,True
SYN_731_000411,x731,1,0.05263157894736842,False,True
SYN_731_000412,x731,1,0.05263157894736842,False,True
SYN_731_000413,x731,1,0.05263157894736842,False,True
SYN_731_000414,x731,1,0.05263157894736842,False,True
SYN_731_000415,x731,1,0.05263157894736842,False,True
SYN_731_000416,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000417,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000418,x731,2,0.10526315789473684,False,True
SYN_731_000419,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000420,x731,2,0.10526315789473684,False,True
SYN_731_000421,x731,3,0.15789473684210525,False,True
SYN_731_000422,x731,2,0.10526315789473684,False,True
SYN_731_000423,x731,1,0.05263157894736842,False,True
SYN_731_000424,x731,1,0.05263157894736842,False,True
SYN_731_000425,x731,2,0.10526315789473684,False,True
SYN_731_000426,x731,1,0.05263157894736842,False,True
SYN_731_000427,x731,2,0.10526315789473684,False,True
SYN_731_000428,x731,1,0.05263157894736842,False,True
SYN_731_000429,x731,1,0.05263157894736842,False,True
SYN_731_000430,x731,3,0.15789473684210525,False,True
SYN_731_000431,x731,1,0.05263157894736842,False,True
SYN_731_000432,x731,1,0.05263157894736842,False,True
SYN_731_000433,x731,1,0.05263157894736842,False,True
SYN_731_000434,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000435,x731,2,0.10526315789473684,False,True
SYN_731_000436,x731,2,0.10526315789473684,False,True
SYN_731_000437,x731,0,0.0,True,False
SYN_731_000438,x731,2,0.10526315789473684,False,True
SYN_731_000439,x731,1,0.05263157894736842,False,True
SYN_731_000440,x731,1,0.05263157894736842,False,True
SYN_731_000441,x731,1,0.05263157894736842,False,True
SYN_731_000442,x731,1,0.05263157894736842,False,True
SYN_731_000443,x731,3,0.15789473684210525,False,True
SYN_731_000444,x731,1,0.05263157894736842,False,True
SYN_731_000445,x731,1,0.05263157894736842,False,True
SYN_731_000446,x731,1,0.05263157894736842,False,True
SYN_731_000447,x731,2,0.10526315789473684,False,True
SYN_731_000448,x731,1,0.05263157894736842,False,True
SYN_731_000449,x731,2,0.10526315789473684,False,True
SYN_731_000450,x731,2,0.10526315789473684,False,True
SYN_731_000451,x731,2,0.10526315789473684,False,True
SYN_731_000452,x731,1,0.05263157894736842,False,True
SYN_731_000453,x731,1,0.05263157894736842,False,True
SYN_731_000454,x731,1,0.05263157894736842,False,True
SYN_731_000455,x731,1,0.05263157894736842,False,True
SYN_731_000456,x731,1,0.05263157894736842,False,True
SYN_731_000457,x731,1,0.05263157894736842,False,True
SYN_731_000458,x731,1,0.05263157894736842,False,True
SYN_731_000459,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000460,x731,2,0.10526315789473684,False,True
SYN_731_000461,x731,1,0.05263157894736842,False,True
SYN_731_000462,x731,1,0.05263157894736842,False,True
SYN_731_000463,x731,1,0.05263157894736842,False,True
SYN_731_000464,x731,1,0.05263157894736842,False,True
SYN_731_000465,x731,1,0.05263157894736842,False,True
SYN_731_000466,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000467,x731,1,0.05263157894736842,True,False
SYN_731_000468,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000469,F731PW,1,0.05263157894736842,True,False
SYN_731_000470,x731,1,0.05263157894736842,True,False
SYN_731_000471,x731,1,0.05263157894736842,False,True
SYN_731_000472,x731,1,0.05263157894736842,False,True
SYN_731_000473,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000474,x731,2,0.10526315789473684,False,True
SYN_731_000475,x731,2,0.10526315789473684,False,True
SYN_731_000476,x731,2,0.10526315789473684,False,True
SYN_731_000477,x731,1,0.05263157894736842,False,True
SYN_731_000478,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000479,x731,1,0.05263157894736842,False,True
SYN_731_000480,G731ST-HT,1,0.05263157894736842,False,True
SYN_731_000481,x731,2,0.10526315789473684,False,True
SYN_731_000482,x731,1,0.05263157894736842,False,True
SYN_731_000483,x731,1,0.05263157894736842,False,True
SYN_731_000484,F731PW,0,0.0,True,False
SYN_731_000485,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000486,x731,2,0.10526315789473684,False,True
SYN_731_000487,x731,2,0.10526315789473684,False,True
SYN_731_000488,x731,1,0.05263157894736842,False,True
SYN_731_000489,x731,1,0.05263157894736842,False,True
SYN_731_000490,x731,1,0.05263157894736842,False,True
SYN_731_000491,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000492,x731,1,0.05263157894736842,False,True
SYN_731_000493,x731,1,0.05263157894736842,False,True
SYN_731_000494,x731,2,0.10526315789473684,False,True
SYN_731_000495,x731,1,0.05263157894736842,False,True
SYN_731_000496,G731ST-LT,1,0.05263157894736842,False,True
SYN_731_000497,F731WD_DualChannel,1,0.05263157894736842,False,True
SYN_731_000498,x731,1,0.05263157894736842,False,True
SYN_731_000499,x731,1,0.05263157894736842,False,True
