rfq_id,mode,package_aware,candidate_count,requirement_count,top_score,positive_score,negative_score,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,refinement_exact_matches
RFQ731-000055,V8_EXTRACTED,False,412,14,131.78760484085237,132.0060194749987,5.588414634146342,11,0,2,1,1.8,12
RFQ731-000056,V8_EXTRACTED,False,298,17,104.73145384983263,116.218943687231,16.482489837398376,8,0,6,3,4.300000000000001,13
RFQ731-000057,V8_EXTRACTED,False,130,16,129.76161652319465,128.61231408417027,5.395697560975611,9,0,6,1,1.3,14
RFQ731-000058,V8_EXTRACTED,False,548,11,84.31183692013393,93.05083692013392,12.154,8,0,1,2,3.1,9
RFQ731-000059,V8_EXTRACTED,False,608,14,141.96260705478835,142.1186802255201,5.70107317073171,12,0,1,1,1.3,12
RFQ731-000060,V8_EXTRACTED,False,160,14,141.1917300035868,134.4077300035868,0.216,11,0,3,0,0.0,14
RFQ731-000061,V8_EXTRACTED,False,148,16,135.33344954567195,138.50065279770445,9.187203252032523,10,0,4,2,2.8,14
RFQ731-000062,V8_EXTRACTED,False,280,11,99.53506151362986,101.748524928264,6.653463414634149,8,0,2,1,1.6,10
RFQ731-000063,V8_EXTRACTED,False,106,17,175.94021695121955,174.29091451219514,5.395697560975611,14,0,2,1,1.3,15
RFQ731-000064,V8_EXTRACTED,False,266,12,101.19760688665713,109.03368005738882,11.25107317073171,9,0,1,2,3.1,9
RFQ731-000065,V8_EXTRACTED,False,148,15,142.27887948350073,142.36187948350073,6.628,11,0,3,1,1.3,14
RFQ731-000066,V8_EXTRACTED,False,328,13,80.9342317073171,95.9893292682927,18.540097560975614,8,0,2,3,2.9000000000000004,9
RFQ731-000067,V8_EXTRACTED,False,96,16,144.388362745098,148.61102941176466,10.137666666666668,11,0,3,2,3.1,14
RFQ731-000068,V8_EXTRACTED,False,150,15,153.74708841463416,146.24708841463416,0.0,12,0,3,0,0.0,15
RFQ731-000069,V8_EXTRACTED,False,98,14,88.2323537386418,87.56142690937351,5.82907317073171,5,0,8,1,0.0,13
RFQ731-000070,V8_EXTRACTED,False,168,13,106.53662944045914,100.11662944045914,0.08,6,0,7,0,0.0,13
RFQ731-000071,V8_EXTRACTED,False,348,12,99.94094836202777,106.28231258967003,9.896364227642277,8,0,2,2,2.7,9
RFQ731-000072,V8_EXTRACTED,False,162,15,130.69130946990077,129.76397613656746,5.512666666666668,9,0,5,1,1.6,14
RFQ731-000073,V8_EXTRACTED,False,138,17,152.64040650406503,150.6170731707317,5.416666666666668,11,0,5,1,1.6,16
RFQ731-000074,V8_EXTRACTED,False,258,13,128.50431181252992,127.49497847919659,4.500666666666667,11,0,1,1,1.4,12
RFQ731-000075,V8_EXTRACTED,False,140,14,140.2363694404591,133.3403694404591,0.10400000000000001,11,0,3,0,0.0,14
RFQ731-000076,V8_EXTRACTED,False,460,12,106.25936035389766,105.76602702056432,4.516666666666667,8,0,3,1,1.4,11
RFQ731-000077,V8_EXTRACTED,False,94,16,145.48054974892395,144.3312473098996,5.395697560975611,10,0,5,1,1.3,14
RFQ731-000078,V8_EXTRACTED,False,250,12,93.12926309182211,100.8926380918221,11.643374999999999,9,0,1,2,3.2,10
RFQ731-000079,V8_EXTRACTED,False,180,13,106.89810294117648,100.52610294117648,0.128,6,0,7,0,0.0,13
RFQ731-000080,V8_EXTRACTED,False,148,14,124.6299337565758,122.31247034194165,3.7625365853658543,9,0,4,1,1.2,13
RFQ731-000081,V8_EXTRACTED,False,248,10,105.76052654232426,101.06452654232426,0.304,9,0,1,0,0.0,10
RFQ731-000082,V8_EXTRACTED,False,106,11,102.79918190489003,97.39518190489004,0.096,8,0,3,0,0.0,11
RFQ731-000083,V8_EXTRACTED,False,458,12,133.80949784791966,127.88949784791967,0.08,10,0,2,0,0.0,12
RFQ731-000084,V8_EXTRACTED,False,154,13,95.01986917144909,100.38247892754664,9.487609756097564,8,0,3,2,2.5,10
RFQ731-000085,V8_EXTRACTED,False,118,13,125.99706659493069,119.69706659493069,0.2,9,0,4,0,0.0,13
RFQ731-000086,V8_EXTRACTED,False,418,10,100.49760868005741,95.68160868005741,0.184,7,0,3,0,0.0,10
RFQ731-000087,V8_EXTRACTED,False,164,17,164.80454298182687,168.79828281922528,10.933739837398377,14,0,1,2,1.6,15
RFQ731-000088,V8_EXTRACTED,False,334,15,135.79899194972504,128.37899194972505,0.08,10,0,5,0,0.0,15
RFQ731-000089,V8_EXTRACTED,False,146,14,130.7551162123386,123.8671162123386,0.11199999999999999,9,0,5,0,0.0,14
RFQ731-000090,V8_EXTRACTED,False,156,13,122.41830463892873,120.57684122429458,3.7385365853658543,10,0,2,1,1.2,12
RFQ731-000091,V8_EXTRACTED,False,360,13,122.2480805834529,115.9240805834529,0.176,8,0,5,0,0.0,13
RFQ731-000092,V8_EXTRACTED,False,130,12,115.54358171927308,114.20211830463893,3.7385365853658543,9,0,2,1,1.2,11
RFQ731-000093,V8_EXTRACTED,False,142,15,111.60502039245576,110.68568705912244,5.520666666666668,8,0,6,1,1.6,14
RFQ731-000094,V8_EXTRACTED,False,428,14,131.14243143232906,129.55309809899575,4.4206666666666665,10,0,3,1,1.4,13
RFQ731-000095,V8_EXTRACTED,False,102,14,113.92254931850792,118.47315907460548,9.175609756097565,9,0,3,2,2.5,11
RFQ731-000096,V8_EXTRACTED,False,268,13,115.80073959827835,109.47673959827836,0.176,7,0,6,0,0.0,13
RFQ731-000097,V8_EXTRACTED,False,126,13,107.09442252510762,100.59442252510762,0.0,6,0,7,0,0.0,13
RFQ731-000098,V8_EXTRACTED,False,444,16,138.3944093735055,136.95107604017218,5.496666666666668,9,0,6,1,1.6,15
RFQ731-000099,V8_EXTRACTED,False,158,18,124.05588978509087,128.38325401273315,10.812364227642279,8,0,8,2,2.9000000000000004,15
RFQ731-000100,V8_EXTRACTED,False,384,12,114.16444864897178,115.71544864897179,6.596,9,0,2,1,1.3,11
RFQ731-000101,V8_EXTRACTED,False,420,15,123.9537580703013,129.29771640363464,10.723958333333332,10,0,3,2,3.2,13
RFQ731-000102,V8_EXTRACTED,False,100,13,106.48277057627932,106.91346813725492,5.475697560975611,7,0,5,1,1.3,11
RFQ731-000103,V8_EXTRACTED,False,114,13,112.58669545074127,106.31869545074127,0.232,8,0,5,0,0.0,13
RFQ731-000104,V8_EXTRACTED,False,414,11,97.67645193687233,92.28045193687232,0.10400000000000001,7,0,4,0,0.0,11
RFQ731-000105,V8_EXTRACTED,False,330,17,98.97085264227643,113.95525914634146,20.43440650406504,8,0,5,4,3.0,13
RFQ731-000106,V8_EXTRACTED,False,564,12,124.7771274509804,118.8811274509804,0.10400000000000001,10,0,2,0,0.0,12
RFQ731-000107,V8_EXTRACTED,False,156,14,93.58041858709949,98.45678837876615,9.791369791666666,7,0,5,2,3.1,12
RFQ731-000108,V8_EXTRACTED,False,146,16,140.25967381785028,138.840340484517,5.520666666666668,10,0,5,1,1.6,15
RFQ731-000109,V8_EXTRACTED,False,170,14,137.90349623385939,130.9834962338594,0.08,9,0,5,0,0.0,14
RFQ731-000110,V8_EXTRACTED,False,110,14,135.93720594960544,129.04120594960546,0.10400000000000001,9,0,5,0,0.0,14
RFQ731-000111,V8_EXTRACTED,False,102,15,157.21196317551411,156.18862984218077,5.416666666666668,13,0,1,1,1.6,14
RFQ731-000112,V8_EXTRACTED,False,132,15,91.18094847710428,95.09772477283597,9.891776295731708,6,0,7,2,1.5,13
RFQ731-000113,V8_EXTRACTED,False,532,12,107.48050406504065,109.03150406504065,6.596,8,0,3,1,1.3,11
RFQ731-000114,V8_EXTRACTED,False,140,12,122.81377637045675,116.99777637045675,0.184,10,0,2,0,0.0,12
RFQ731-000115,V8_EXTRACTED,False,96,13,99.30303401482546,106.91870068149213,12.100666666666667,8,0,3,2,2.9000000000000004,11
RFQ731-000116,V8_EXTRACTED,False,122,16,156.95738432568152,148.95738432568152,0.0,11,0,5,0,0.0,16
RFQ731-000117,V8_EXTRACTED,False,194,12,98.80947883787664,100.07755200860834,5.81307317073171,8,0,3,1,1.3,10
RFQ731-000118,V8_EXTRACTED,False,288,16,124.42117276422765,128.8987042682927,10.987531504065041,10,0,4,2,1.4,14
RFQ731-000119,V8_EXTRACTED,False,408,15,131.88059512195125,131.42329268292684,5.587697560975611,10,0,4,1,1.3,13
RFQ731-000120,V8_EXTRACTED,False,194,13,100.8132211382114,107.93658536585367,11.108364227642278,9,0,2,2,2.9000000000000004,10
RFQ731-000121,V8_EXTRACTED,False,136,16,142.59303524868486,141.57173280966043,5.523697560975611,11,0,4,1,1.3,14
RFQ731-000122,V8_EXTRACTED,False,562,10,109.10499689143951,104.20899689143951,0.10400000000000001,9,0,1,0,0.0,10
RFQ731-000123,V8_EXTRACTED,False,162,12,133.90722202295555,127.98722202295555,0.08,10,0,2,0,0.0,12
RFQ731-000124,V8_EXTRACTED,False,388,13,126.61708500717363,126.31815817790533,5.70107317073171,10,0,2,1,0.0,12
RFQ731-000125,V8_EXTRACTED,False,128,14,124.73654893741036,122.31508552277622,3.6585365853658542,10,0,3,1,1.2,13
RFQ731-000126,V8_EXTRACTED,False,144,13,80.08185724533716,87.18439383070302,12.042536585365857,6,0,5,2,1.6,11
RFQ731-000127,V8_EXTRACTED,False,172,15,121.44215028694406,118.52068687230991,3.6585365853658542,8,0,6,1,1.2,14
RFQ731-000128,V8_EXTRACTED,False,122,14,112.06777015781924,116.6010043041607,9.158234146341464,9,0,3,2,2.5,11
RFQ731-000129,V8_EXTRACTED,False,322,15,94.48610864745011,107.76730182926829,16.601193181818182,7,0,5,3,4.800000000000001,10
RFQ731-000130,V8_EXTRACTED,False,204,16,149.69942132950746,148.12942132950747,5.08,11,0,4,1,1.0,14
RFQ731-000131,V8_EXTRACTED,False,376,12,102.46218077474893,96.54218077474893,0.08,7,0,5,0,0.0,12
RFQ731-000132,V8_EXTRACTED,False,150,14,134.2047461083214,134.14435586441897,5.879609756097563,11,0,2,1,1.6,13
RFQ731-000133,V8_EXTRACTED,False,296,14,111.13794846963175,115.97061513629842,9.492666666666667,9,0,3,2,2.4,11
RFQ731-000134,V8_EXTRACTED,False,122,14,126.10096843615497,123.67950502152082,3.6585365853658542,9,0,4,1,1.2,13
RFQ731-000135,V8_EXTRACTED,False,132,15,105.33556288857007,109.0187661406026,9.203203252032523,6,0,7,2,2.8,13
RFQ731-000136,V8_EXTRACTED,False,182,14,115.3237633085246,114.8964299751913,5.512666666666668,9,0,4,1,1.6,13
RFQ731-000137,V8_EXTRACTED,False,178,15,139.55111967957916,132.05111967957916,0.0,10,0,5,0,0.0,15
RFQ731-000138,V8_EXTRACTED,False,460,10,107.85598475609758,102.95998475609758,0.10400000000000001,9,0,1,0,0.0,10
RFQ731-000139,V8_EXTRACTED,False,168,14,107.33253604734578,111.98714580344334,9.279609756097564,9,0,3,2,2.5,11
RFQ731-000140,V8_EXTRACTED,False,290,13,121.50563558106171,115.18163558106171,0.176,7,0,6,0,0.0,13
RFQ731-000141,V8_EXTRACTED,False,280,12,110.91887135341943,111.67553802008611,5.696666666666668,9,0,2,1,1.6,11
RFQ731-000142,V8_EXTRACTED,False,136,14,106.95762482066,111.11682807269253,9.179203252032522,8,0,4,2,2.8,12
RFQ731-000143,V8_EXTRACTED,False,138,14,146.70707779620994,139.81107779620996,0.10400000000000001,13,0,1,0,0.0,14
RFQ731-000144,V8_EXTRACTED,False,142,18,132.53867288079869,136.86603710844096,10.812364227642279,10,0,6,2,2.9000000000000004,15
RFQ731-000145,V8_EXTRACTED,False,138,15,115.34369185078911,112.42222843615497,3.6585365853658542,7,0,7,1,1.2,14
RFQ731-000146,V8_EXTRACTED,False,132,16,128.83927374461982,132.26850789096127,9.054234146341464,9,0,5,2,2.5,13
RFQ731-000147,V8_EXTRACTED,False,148,15,141.64891864687948,134.2529186468795,0.10400000000000001,10,0,5,0,0.0,15
RFQ731-000148,V8_EXTRACTED,False,108,14,95.2362263017097,101.667590529352,10.916364227642278,8,0,4,2,2.9000000000000004,11
RFQ731-000149,V8_EXTRACTED,False,156,17,136.53570894308945,141.4670731707317,10.916364227642278,11,0,4,2,2.9000000000000004,14
RFQ731-000150,V8_EXTRACTED,False,166,14,145.97351596126256,139.21351596126254,0.24,11,0,3,0,0.0,14
RFQ731-000151,V8_EXTRACTED,False,512,12,122.8591366571019,116.9631366571019,0.10400000000000001,9,0,3,0,0.0,12
RFQ731-000152,V8_EXTRACTED,False,108,14,91.47311196197992,89.82364854734578,3.9305365853658545,5,0,8,1,1.2,12
RFQ731-000153,V8_EXTRACTED,False,134,17,150.92509478120522,153.58429803323773,9.179203252032522,12,0,3,2,2.8,15
RFQ731-000154,V8_EXTRACTED,False,376,11,116.37556241032999,110.97956241032999,0.10400000000000001,9,0,2,0,0.0,11
RFQ731-000155,V8_EXTRACTED,False,246,15,114.58443436154951,119.74425753228121,11.169823170731709,9,0,4,2,1.4,13
RFQ731-000156,V8_EXTRACTED,False,150,18,132.4049936110115,137.33666027767816,11.916666666666668,10,0,6,2,2.9000000000000004,16
RFQ731-000157,V8_EXTRACTED,False,136,13,108.42287096730036,102.02687096730035,0.10400000000000001,7,0,6,0,0.0,13
RFQ731-000158,V8_EXTRACTED,False,144,13,116.83055236728839,116.42762553802011,5.59707317073171,9,0,3,1,0.0,12
RFQ731-000159,V8_EXTRACTED,False,156,16,126.2395281125685,129.04388287975254,8.824354767184037,9,0,5,2,2.8,14
RFQ731-000160,V8_EXTRACTED,False,138,17,124.11090255858443,129.2036423959828,11.077739837398378,9,0,6,2,2.9000000000000004,14
RFQ731-000161,V8_EXTRACTED,False,176,13,111.80595278126496,110.80165590626497,4.470703124999999,9,0,3,1,1.5,12
RFQ731-000162,V8_EXTRACTED,False,178,19,140.8049583221246,143.79869815952298,10.933739837398377,10,0,7,2,1.6,17
RFQ731-000163,V8_EXTRACTED,False,300,14,146.30779486489718,145.86446153156385,5.496666666666668,12,0,1,1,1.6,13
RFQ731-000164,V8_EXTRACTED,False,114,14,119.41886585365855,118.53993902439025,5.62107317073171,9,0,4,1,0.0,13
RFQ731-000165,V8_EXTRACTED,False,294,14,74.65462524151125,80.31161543758968,11.096990196078432,4,0,8,2,1.6,12
RFQ731-000166,V8_EXTRACTED,False,178,13,108.66055430266618,106.96309088803204,3.8825365853658544,9,0,3,1,1.2,12
RFQ731-000167,V8_EXTRACTED,False,116,13,113.8759540889527,107.4559540889527,0.08,6,0,7,0,0.0,13
RFQ731-000168,V8_EXTRACTED,False,126,15,160.2780900959469,152.88209009594692,0.10400000000000001,12,0,3,0,0.0,15
RFQ731-000169,V8_EXTRACTED,False,204,13,137.3427767814443,130.9227767814443,0.08,11,0,2,0,0.0,13
RFQ731-000170,V8_EXTRACTED,False,468,13,99.4699793758967,106.7493543758967,11.659374999999999,8,0,3,2,3.2,11
RFQ731-000171,V8_EXTRACTED,False,496,10,79.00401829268294,81.58948170731709,6.525463414634149,7,0,2,1,1.6,9
RFQ731-000172,V8_EXTRACTED,False,174,16,146.0900700143472,144.9407675753228,5.395697560975611,10,0,5,1,1.3,14
RFQ731-000173,V8_EXTRACTED,False,174,9,93.53638432568151,89.3323843256815,0.296,8,0,1,0,0.0,9
RFQ731-000174,V8_EXTRACTED,False,160,15,117.39025772357725,121.3194918699187,9.054234146341464,9,0,4,2,2.5,12
RFQ731-000175,V8_EXTRACTED,False,242,15,149.60351626016262,148.6601829268293,5.496666666666668,12,0,2,1,1.6,14
RFQ731-000176,V8_EXTRACTED,False,266,14,136.88748700532042,130.06348700532044,0.176,10,0,4,0,0.0,14
RFQ731-000177,V8_EXTRACTED,False,196,10,77.22818998087041,72.40418998087041,0.176,4,0,6,0,0.0,10
RFQ731-000178,V8_EXTRACTED,False,144,16,156.2786967957915,152.85723338115733,3.6585365853658542,12,0,3,1,1.2,15
RFQ731-000179,V8_EXTRACTED,False,130,13,95.60337189143951,95.66003855810618,5.496666666666668,6,0,6,1,1.6,12
RFQ731-000180,V8_EXTRACTED,False,288,13,101.45679561214732,101.40925394548064,5.462458333333332,7,0,5,1,1.4,12
RFQ731-000181,V8_EXTRACTED,False,150,12,97.63204472740317,103.24527887374462,9.238234146341464,8,0,2,2,2.5,9
RFQ731-000182,V8_EXTRACTED,False,164,16,136.95521169296987,135.80590925394546,5.395697560975611,10,0,5,1,1.3,14
RFQ731-000183,V8_EXTRACTED,False,156,15,112.73975216403636,112.19444972501196,5.499697560975611,7,0,7,1,1.3,13
RFQ731-000184,V8_EXTRACTED,False,158,12,106.26033445794478,100.59633445794478,0.33599999999999997,8,0,4,0,0.0,12
RFQ731-000185,V8_EXTRACTED,False,242,15,137.48962528963418,137.07369846036588,5.62907317073171,11,0,3,1,1.3,13
RFQ731-000186,V8_EXTRACTED,False,162,14,114.98784791965568,112.56638450502153,3.6585365853658542,8,0,5,1,1.2,13
RFQ731-000187,V8_EXTRACTED,False,140,14,92.97624689143949,98.57398672883787,11.037739837398377,7,0,5,2,1.6,12
RFQ731-000188,V8_EXTRACTED,False,176,13,119.94103933285511,113.54503933285511,0.10400000000000001,9,0,4,0,0.0,13
RFQ731-000189,V8_EXTRACTED,False,496,10,76.2098173852224,78.79528079985654,6.525463414634149,6,0,3,1,1.6,9
RFQ731-000190,V8_EXTRACTED,False,382,14,145.85797752271637,144.26864418938305,4.4206666666666665,12,0,1,1,1.4,13
RFQ731-000191,V8_EXTRACTED,False,150,13,129.4351569225251,129.03223009325683,5.59707317073171,10,0,2,1,0.0,12
RFQ731-000192,V8_EXTRACTED,False,300,12,91.84871357245339,92.80341113342901,5.499697560975611,7,0,4,1,1.3,10
RFQ731-000193,V8_EXTRACTED,False,322,14,125.33207077953132,130.9058106169297,11.013739837398377,11,0,1,2,1.6,12
RFQ731-000194,V8_EXTRACTED,False,142,14,120.08372783357248,120.03842539454809,5.499697560975611,9,0,4,1,1.3,12
RFQ731-000195,V8_EXTRACTED,False,146,12,115.65273287302729,109.73273287302729,0.08,8,0,4,0,0.0,12
RFQ731-000196,V8_EXTRACTED,False,152,12,127.52545301291248,121.74945301291248,0.22400000000000003,10,0,2,0,0.0,12
RFQ731-000197,V8_EXTRACTED,False,130,16,150.95839670014348,150.4133967001435,6.5,11,0,4,1,1.3,15
RFQ731-000198,V8_EXTRACTED,False,168,17,174.42800827953135,176.98321153156385,9.075203252032523,14,0,1,2,2.8,15
RFQ731-000199,V8_EXTRACTED,False,204,11,126.0799429698709,120.8679429698709,0.28800000000000003,11,0,0,0,0.0,11
RFQ731-000200,V8_EXTRACTED,False,150,15,133.2826829268293,131.4326829268293,4.625,10,0,4,1,1.5,14
RFQ731-000201,V8_EXTRACTED,False,162,15,151.8808644189383,144.3808644189383,0.0,11,0,4,0,0.0,15
RFQ731-000202,V8_EXTRACTED,False,144,16,132.9567859108979,131.56145257756458,5.544666666666668,10,0,5,1,1.6,15
RFQ731-000203,V8_EXTRACTED,False,230,16,125.14788109756098,130.5549542682927,11.84707317073171,10,0,4,2,1.6,14
RFQ731-000204,V8_EXTRACTED,False,402,11,86.04140590626496,95.12942521520804,11.96801930894309,8,0,1,2,3.2,8
RFQ731-000205,V8_EXTRACTED,False,180,15,145.34078451727643,143.33648764227647,4.470703124999999,11,0,3,1,1.5,14
RFQ731-000206,V8_EXTRACTED,False,128,16,155.46807573006336,147.57207573006337,0.10400000000000001,11,0,5,0,0.0,16
RFQ731-000207,V8_EXTRACTED,False,364,12,105.54111256814925,105.72143609756101,5.680323529411764,8,0,3,1,0.0,11
RFQ731-000208,V8_EXTRACTED,False,146,12,73.09301339072215,80.695549976088,12.042536585365857,6,0,4,2,1.6,10
RFQ731-000209,V8_EXTRACTED,False,156,15,138.42214208034434,137.0388250071736,5.19668292682927,10,0,4,1,1.2,14
RFQ731-000210,V8_EXTRACTED,False,418,14,75.32128843854616,88.72424677187949,17.32795833333333,6,0,5,3,4.5,11
RFQ731-000211,V8_EXTRACTED,False,454,11,88.31924198947873,93.97590865614539,9.141666666666666,9,0,0,2,2.9,9
RFQ731-000212,V8_EXTRACTED,False,152,12,119.6449313055954,113.74093130559541,0.096,8,0,4,0,0.0,12
RFQ731-000213,V8_EXTRACTED,False,162,15,104.75690892515544,108.31211217718797,9.075203252032523,7,0,6,2,2.8,13
RFQ731-000214,V8_EXTRACTED,False,386,14,126.44019900765187,124.85086567431853,4.4206666666666665,9,0,4,1,1.4,13
RFQ731-000215,V8_EXTRACTED,False,426,14,114.61553259206123,121.97169356767098,11.841160975609759,10,0,2,2,2.9000000000000004,11
RFQ731-000216,V8_EXTRACTED,False,128,14,128.33682358171927,121.44082358171929,0.10400000000000001,9,0,5,0,0.0,14
RFQ731-000217,V8_EXTRACTED,False,168,12,76.46221951219513,78.04768292682928,6.525463414634149,5,0,6,1,1.6,11
