regime,model,rfq_id,predicted_configuration_id,engineer_configuration_id,candidate_count,true_rank,category
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000119,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000126,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000129,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000134,CFG731_608c0251ef380592,CFG731_608c0251ef380592,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000137,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000142,CFG731_36c553adc9f5ebf3,CFG731_36c553adc9f5ebf3,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000147,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000149,CFG731_8f470181ad32eeae,CFG731_8f470181ad32eeae,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000150,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000165,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000169,CFG731_076cad91966d4c34,CFG731_076cad91966d4c34,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000181,CFG731_9755a9db60d7534d,CFG731_9755a9db60d7534d,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000182,CFG731_3b2a32abbf148ca1,CFG731_3b2a32abbf148ca1,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000186,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,7,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000198,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000212,CFG731_608c0251ef380592,CFG731_608c0251ef380592,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000214,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000216,CFG731_36c553adc9f5ebf3,CFG731_36c553adc9f5ebf3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000218,CFG731_fd3397424975992e,CFG731_fd3397424975992e,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000223,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000224,CFG731_f87794e7a98d0b11,CFG731_f87794e7a98d0b11,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000232,CFG731_329b582435fea539,CFG731_329b582435fea539,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000241,CFG731_abcee67081353f16,CFG731_abcee67081353f16,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000243,CFG731_608c0251ef380592,CFG731_608c0251ef380592,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000249,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000257,CFG731_3b2a32abbf148ca1,CFG731_3b2a32abbf148ca1,7,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000260,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000267,CFG731_8d07e19298d09d34,CFG731_8d07e19298d09d34,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000270,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000273,CFG731_32a4bb12438a37ab,CFG731_32a4bb12438a37ab,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000275,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000279,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000281,CFG731_54559f782190a122,CFG731_54559f782190a122,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000286,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000293,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000295,CFG731_36c553adc9f5ebf3,CFG731_36c553adc9f5ebf3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000305,CFG731_0db950a4979d2c52,CFG731_0db950a4979d2c52,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000313,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000327,CFG731_608c0251ef380592,CFG731_608c0251ef380592,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000329,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000334,CFG731_cf543b1c3927ab71,CFG731_cf543b1c3927ab71,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000343,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000349,CFG731_edf13ed38a4b54de,CFG731_edf13ed38a4b54de,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000365,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000369,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000370,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000375,CFG731_7a885e8a3e0ce8ad,CFG731_7a885e8a3e0ce8ad,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000379,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000384,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000391,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000396,CFG731_31d150421c4341a3,CFG731_31d150421c4341a3,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000410,CFG731_89772de94df83ba5,CFG731_89772de94df83ba5,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000419,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000427,CFG731_a7d2a5a9ae465701,CFG731_a7d2a5a9ae465701,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000433,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000471,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000480,CFG731_abcee67081353f16,CFG731_abcee67081353f16,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000481,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000484,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000511,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,23,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000512,CFG731_d9234c84a58b99ae,CFG731_d9234c84a58b99ae,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000513,CFG731_7203705eed387b0a,CFG731_7203705eed387b0a,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000524,CFG731_5e61ce3b60d15e11,CFG731_5e61ce3b60d15e11,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000543,CFG731_c775e192f3d489e9,CFG731_c775e192f3d489e9,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000552,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000563,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000564,CFG731_6e096e946540ab4e,CFG731_6e096e946540ab4e,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000572,CFG731_8b8ba7e2341f1295,CFG731_8b8ba7e2341f1295,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000573,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000582,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000589,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000592,CFG731_e0009be417f51ccd,CFG731_a40ab19ad6671fbe,10,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000636,CFG731_996314000fcfec4b,CFG731_996314000fcfec4b,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000637,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000638,CFG731_d27f5f5f307014a8,CFG731_d27f5f5f307014a8,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000646,CFG731_9755a9db60d7534d,CFG731_9755a9db60d7534d,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000647,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000652,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000653,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000655,CFG731_f97e51d1da57d99f,CFG731_f97e51d1da57d99f,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000664,CFG731_831a7150258499af,CFG731_c32627af59ba1526,6,4,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000667,CFG731_d27f5f5f307014a8,CFG731_d27f5f5f307014a8,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000677,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000682,CFG731_c3a136a8630f644d,CFG731_c3a136a8630f644d,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000685,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000686,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000687,CFG731_e0009be417f51ccd,CFG731_a40ab19ad6671fbe,10,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000688,CFG731_b7e96d5717c40fd6,CFG731_b7e96d5717c40fd6,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000689,CFG731_8189439864af87ea,CFG731_8189439864af87ea,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000691,CFG731_608c0251ef380592,CFG731_608c0251ef380592,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000692,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000693,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000705,CFG731_996314000fcfec4b,CFG731_996314000fcfec4b,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000708,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000711,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000714,CFG731_ddd1ce28a3456ff6,CFG731_ddd1ce28a3456ff6,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000734,CFG731_516629085c122a4e,CFG731_516629085c122a4e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000736,CFG731_eee37571734035ae,CFG731_eee37571734035ae,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000737,CFG731_36c553adc9f5ebf3,CFG731_70aa5a64b0803277,4,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000741,CFG731_5e61ce3b60d15e11,CFG731_5e61ce3b60d15e11,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000744,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000751,CFG731_11da8cc369b71f5a,CFG731_11da8cc369b71f5a,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000761,CFG731_5e61ce3b60d15e11,CFG731_0db950a4979d2c52,6,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000767,CFG731_608c0251ef380592,CFG731_608c0251ef380592,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000768,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000771,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000773,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000781,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000783,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000787,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,22,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000790,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000795,CFG731_abcee67081353f16,CFG731_abcee67081353f16,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000800,CFG731_fb1ab4b34e9c8a75,CFG731_fb1ab4b34e9c8a75,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000801,CFG731_47bb86ed234fd5e6,CFG731_47bb86ed234fd5e6,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000802,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000805,CFG731_b7e96d5717c40fd6,CFG731_b7e96d5717c40fd6,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000807,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,14,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000816,CFG731_ddd1ce28a3456ff6,CFG731_ddd1ce28a3456ff6,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000828,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000833,CFG731_d40b624cb7b84a81,CFG731_d40b624cb7b84a81,5,1,EXACT_ENGINEER_CHOICE
