node_id,node_type,label,provenance,source,source_type,field_name,source_row,characteristic,value,package_context,canonical_configuration_id,record_type,generation_method
FAMILY_8177acd68c91a9c4,ConfigurationFamily,"in {NOVALUE, 'x731'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,,,"in {NOVALUE, 'x731'}",,,
VAL_d9a9ed7deb43abb4,CharacteristicValue,'stationaer',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,installationsart,'stationaer',,,,
VAL_a18211ef12f115d6,CharacteristicValue,'F',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,devCategory,'F',,,,
VAL_d63a7323926a1147,CharacteristicValue,'731',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,type,'731',,,,
VAL_d00a50e0a7516c7a,CharacteristicValue,'GP',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,characteristic,'GP',,,,
VAL_faa9d8774782e75a,CharacteristicValue,"in {'ST', 'AL'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,housing,"in {'ST', 'AL'}",,,,
VAL_6852a7db852ad36a,CharacteristicValue,"in {'1', '4'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,powerSupply,"in {'1', '4'}",,,,
VAL_18f7bcd5389f8b4d,CharacteristicValue,"in {1, 2}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,numberOfChannels,"in {1, 2}",,,,
VAL_43d4ee4dc051670b,CharacteristicValue,'N',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,explosionApproval,'N',,,,
VAL_479efaebf64c1e73,CharacteristicValue,'N',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,protectionArea,'N',,,,
VAL_4aa6177c23e4da3c,CharacteristicValue,'N',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,intrinsicSafety,'N',,,,
VAL_14b7a2fc061f4506,CharacteristicValue,"in {'NN', 'WN', 'FN'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,certification,"in {'NN', 'WN', 'FN'}",,,,
VAL_bbb8d08f2c39b7d8,CharacteristicValue,"in {'NN', 'MT', 'BT'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dataInterface,"in {'NN', 'MT', 'BT'}",,,,
VAL_d7c92cb205b8cac0,CharacteristicValue,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",,,,
VAL_b5806f5cd68764d8,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromEingaenge,NOVALUE,,,,
VAL_ae2d2fb4c6b7dfd1,CharacteristicValue,"in {NOVALUE, 'TT1', 'TT2'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2'}",,,,
VAL_50b6289cde98dc49,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,steamApplication,NOVALUE,,,,
VAL_c5ff5c75f35a3e2d,CharacteristicValue,"in {'FWI', 'FWY', NOVALUE}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,waveInjector,"in {'FWI', 'FWY', NOVALUE}",,,,
VAL_2676bd8840266aad,CharacteristicValue,"in {NOVALUE, 1}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,tagPlate,"in {NOVALUE, 1}",,,,
VAL_386cbad7dcf5b735,CharacteristicValue,'QI',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,inclusiveManual,'QI',,,,
VAL_d723eea6e08b5602,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,powerCable,NOVALUE,,,,
VAL_7af1c2f312e7c10e,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,carryingCase,NOVALUE,,,,
VAL_aa1b68c72a179664,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,measuringTape,NOVALUE,,,,
VAL_b47009407cab993d,CharacteristicValue,"in {NOVALUE, 1}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dev_advMeterVerification,"in {NOVALUE, 1}",,,,
VAL_5713f5cb5b195172,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dynamicGasMaster,NOVALUE,,,,
VAL_a86d399e188281bb,CharacteristicValue,"in {NOVALUE, 1}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,customUserFluid,"in {NOVALUE, 1}",,,,
RULE_07f5fa1362dd29c3,RuleRow,731 rule row 2,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,2.0,,,,,,
VAL_7cbd0f7feb9a6b1a,CharacteristicValue,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",,,,
VAL_84a1499ae74bed81,CharacteristicValue,"in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",,,,
RULE_f6eb96a8b815dede,RuleRow,731 rule row 3,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,3.0,,,,,,
VAL_f2e29e78c68067ad,CharacteristicValue,"in {NOVALUE, 'IS1'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromEingaenge,"in {NOVALUE, 'IS1'}",,,,
VAL_bfeb933687d59d6f,CharacteristicValue,"in {NOVALUE, 'TT1', 'TT2', 'TT3'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2', 'TT3'}",,,,
RULE_adb4b563c02dcec9,RuleRow,731 rule row 4,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,4.0,,,,,,
VAL_8e34b89acb28f532,CharacteristicValue,"in {NOVALUE, 'CS1', 'CS2'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",,,,
VAL_e43ccf44c461a1a4,CharacteristicValue,"in {NOVALUE, 'IS1', 'IS2'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",,,,
RULE_36a25f42ec9ee42a,RuleRow,731 rule row 5,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,5.0,,,,,,
VAL_a5808fe3111f526a,CharacteristicValue,"in {NOVALUE, 'CS1'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromSchaltbar,"in {NOVALUE, 'CS1'}",,,,
VAL_981b361e794a7637,CharacteristicValue,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",,,,
VAL_83326cd4486d951a,CharacteristicValue,"in {NOVALUE, 'TT1'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,temperaturEingaenge,"in {NOVALUE, 'TT1'}",,,,
RULE_0bbcd4db09e8622d,RuleRow,731 rule row 6,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,6.0,,,,,,
VAL_59ec0d71241669aa,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromSchaltbar,NOVALUE,,,,
VAL_4edbffe8fbad56b5,CharacteristicValue,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",,,,
VAL_290929ba491e0acc,CharacteristicValue,NOVALUE,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,temperaturEingaenge,NOVALUE,,,,
RULE_7686b49edb867620,RuleRow,731 rule row 7,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,7.0,,,,,,
VAL_d4c12ae9b0ad8000,CharacteristicValue,"in {'NN', 'PA', 'MR', 'FF', 'DB', 'BM'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'DB', 'BM'}",,,,
RULE_3c5aa8fbd1807cf7,RuleRow,731 rule row 8,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,8.0,,,,,,
RULE_4283fe0057719e2a,RuleRow,731 rule row 9,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,9.0,,,,,,
RULE_f79de2c7640989cc,RuleRow,731 rule row 10,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,10.0,,,,,,
RULE_8fbb0aee7a2cc147,RuleRow,731 rule row 11,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,11.0,,,,,,
RULE_d525f9723d10455d,RuleRow,731 rule row 12,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,12.0,,,,,,
RULE_470667fae8cad109,RuleRow,731 rule row 13,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,13.0,,,,,,
RULE_bf37e08b9501243c,RuleRow,731 rule row 14,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,14.0,,,,,,
RULE_bd35f8604f4599ed,RuleRow,731 rule row 15,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,15.0,,,,,,
VAL_250b1cd84d80059e,CharacteristicValue,'HS',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dataInterface,'HS',,,,
RULE_c427c23ea5bb2399,RuleRow,731 rule row 16,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,16.0,,,,,,
RULE_bac5c9742eaf4fec,RuleRow,731 rule row 17,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,17.0,,,,,,
RULE_6fb46c80a03359b2,RuleRow,731 rule row 18,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,18.0,,,,,,
RULE_e697d90208e12f92,RuleRow,731 rule row 19,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,19.0,,,,,,
RULE_5723bd708e410aa2,RuleRow,731 rule row 20,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,20.0,,,,,,
RULE_254b68bbc5001e1e,RuleRow,731 rule row 21,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,21.0,,,,,,
RULE_8d4cc8f164c609d6,RuleRow,731 rule row 22,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,22.0,,,,,,
RULE_521920bf32f9435d,RuleRow,731 rule row 23,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,23.0,,,,,,
RULE_a1fc137837300103,RuleRow,731 rule row 24,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,24.0,,,,,,
RULE_2052dd7fd18822e5,RuleRow,731 rule row 25,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,25.0,,,,,,
RULE_a77d4f57222e9eb2,RuleRow,731 rule row 26,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,26.0,,,,,,
RULE_f95775e4bcbc7b61,RuleRow,731 rule row 27,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,27.0,,,,,,
RULE_3ddf5c3ca3cac505,RuleRow,731 rule row 28,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,28.0,,,,,,
RULE_36540157d48d66b7,RuleRow,731 rule row 29,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,29.0,,,,,,
RULE_56a81b85c97fe9fb,RuleRow,731 rule row 30,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,30.0,,,,,,
RULE_167ae251b5f512cc,RuleRow,731 rule row 31,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,31.0,,,,,,
RULE_825d260ebf0e2980,RuleRow,731 rule row 32,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,32.0,,,,,,
RULE_ac346cde06c8efcd,RuleRow,731 rule row 33,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,33.0,,,,,,
RULE_bb6b00d84c43b86b,RuleRow,731 rule row 34,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,34.0,,,,,,
RULE_ec80c0f86f25f8a4,RuleRow,731 rule row 35,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,35.0,,,,,,
RULE_ae036d6582ef0d14,RuleRow,731 rule row 36,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,36.0,,,,,,
RULE_da3ffce813965ca4,RuleRow,731 rule row 37,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,37.0,,,,,,
RULE_c204e720d9f08f99,RuleRow,731 rule row 38,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,38.0,,,,,,
RULE_36e2a7a3905eada4,RuleRow,731 rule row 39,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,39.0,,,,,,
VAL_824e6046fcf5d08f,CharacteristicValue,"in {'A', 'E', 'P', 'J', 'S'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",,,,
VAL_a77089f4d4c4272e,CharacteristicValue,'2',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,protectionArea,'2',,,,
VAL_5d2d6bdbab7fe78d,CharacteristicValue,"in {'NN', 'WN'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,certification,"in {'NN', 'WN'}",,,,
VAL_f577e7dc71dc4bf9,CharacteristicValue,'NN',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dataInterface,'NN',,,,
RULE_f15053dbe6564ef3,RuleRow,731 rule row 40,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,40.0,,,,,,
RULE_dc3fbc0e112277b0,RuleRow,731 rule row 41,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,41.0,,,,,,
RULE_c305d30b461050e8,RuleRow,731 rule row 42,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,42.0,,,,,,
RULE_644f1f276f2e3949,RuleRow,731 rule row 43,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,43.0,,,,,,
RULE_5eb5383a2cd8fc11,RuleRow,731 rule row 44,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,44.0,,,,,,
RULE_a8c118659ebcad7e,RuleRow,731 rule row 45,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,45.0,,,,,,
VAL_a425803f41f4bb7e,CharacteristicValue,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",,,,
RULE_108e7909a9e1a8bf,RuleRow,731 rule row 46,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,46.0,,,,,,
RULE_66e35798a8de975b,RuleRow,731 rule row 47,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,47.0,,,,,,
RULE_8f083a4cbf09c9e7,RuleRow,731 rule row 48,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,48.0,,,,,,
RULE_98c1d4204cdb8144,RuleRow,731 rule row 49,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,49.0,,,,,,
RULE_90ad20823b949609,RuleRow,731 rule row 50,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,50.0,,,,,,
RULE_4699a946dc8cb9c4,RuleRow,731 rule row 51,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,51.0,,,,,,
RULE_33cdffe1ac3b812b,RuleRow,731 rule row 52,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,52.0,,,,,,
RULE_72792e5f4f0a9b90,RuleRow,731 rule row 53,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,53.0,,,,,,
RULE_27765f8221e863ac,RuleRow,731 rule row 54,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,54.0,,,,,,
RULE_04ee00a11135b496,RuleRow,731 rule row 55,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,55.0,,,,,,
RULE_474fbdd4d7e4eec3,RuleRow,731 rule row 56,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,56.0,,,,,,
RULE_cd9e1980cba42055,RuleRow,731 rule row 57,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,57.0,,,,,,
RULE_46b1aa6a8b24661d,RuleRow,731 rule row 58,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,58.0,,,,,,
RULE_884610c75beab46e,RuleRow,731 rule row 59,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,59.0,,,,,,
RULE_e45a9236d834a29f,RuleRow,731 rule row 60,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,60.0,,,,,,
RULE_b4e100599dbd9c2f,RuleRow,731 rule row 61,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,61.0,,,,,,
RULE_d239fdd46b1cec9e,RuleRow,731 rule row 62,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,62.0,,,,,,
RULE_4daec1eba7dc61fc,RuleRow,731 rule row 63,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,63.0,,,,,,
RULE_3bd1a13ebb6b0b94,RuleRow,731 rule row 64,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,64.0,,,,,,
RULE_7d5f83547f547b82,RuleRow,731 rule row 65,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,65.0,,,,,,
RULE_ddbafc0a0f52a27e,RuleRow,731 rule row 66,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,66.0,,,,,,
RULE_a2b210b0362a6712,RuleRow,731 rule row 67,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,67.0,,,,,,
RULE_485995109faf9ea4,RuleRow,731 rule row 68,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,68.0,,,,,,
RULE_76a02a6e112fbeab,RuleRow,731 rule row 69,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,69.0,,,,,,
RULE_eeebf9225d4532e5,RuleRow,731 rule row 70,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,70.0,,,,,,
RULE_a742b926bb9ed478,RuleRow,731 rule row 71,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,71.0,,,,,,
RULE_94c1f53a875c31e9,RuleRow,731 rule row 72,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,72.0,,,,,,
RULE_0e13270ba885d937,RuleRow,731 rule row 73,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,73.0,,,,,,
RULE_5a3081cdc7c08106,RuleRow,731 rule row 74,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,74.0,,,,,,
RULE_e685db2d53beae06,RuleRow,731 rule row 75,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,75.0,,,,,,
RULE_f70fe2c82d06d1c6,RuleRow,731 rule row 76,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,76.0,,,,,,
RULE_233905f4c80b7572,RuleRow,731 rule row 77,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,77.0,,,,,,
VAL_e1e60f15d0cfbbac,CharacteristicValue,'G',OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,devCategory,'G',,,,
VAL_f8d0fe49c60cefc3,CharacteristicValue,"in {NOVALUE, 1}",OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,,dynamicGasMaster,"in {NOVALUE, 1}",,,,
RULE_2b741af7ad54ce4b,RuleRow,731 rule row 78,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,78.0,,,,,,
RULE_6aab48d6ece5b6e3,RuleRow,731 rule row 79,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,79.0,,,,,,
RULE_19e0f748920de8ac,RuleRow,731 rule row 80,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,80.0,,,,,,
RULE_03f60f06af7936dc,RuleRow,731 rule row 81,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,81.0,,,,,,
RULE_ad4bb008dd41e41a,RuleRow,731 rule row 82,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,82.0,,,,,,
RULE_f4b535b15e373303,RuleRow,731 rule row 83,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,83.0,,,,,,
RULE_bed635a5a7bf2609,RuleRow,731 rule row 84,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,84.0,,,,,,
RULE_fbeb6ada6b95f7d4,RuleRow,731 rule row 85,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,85.0,,,,,,
RULE_9b10ebe2a1bf1f8f,RuleRow,731 rule row 86,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,86.0,,,,,,
RULE_2885d4f2f2799127,RuleRow,731 rule row 87,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,87.0,,,,,,
RULE_10e6ee38919d79a1,RuleRow,731 rule row 88,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,88.0,,,,,,
RULE_447a2bc84ca89314,RuleRow,731 rule row 89,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,89.0,,,,,,
RULE_dc4efe7309776e4b,RuleRow,731 rule row 90,OBSERVED_731,data/raw/x731_allgemein_Rev24.xlsx,,,90.0,,,,,,
