regime,model,rfq_id,predicted_configuration_id,engineer_configuration_id,category,mandatory_count,mandatory_violations,preferred_count,preferred_differences
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000107,CFG731_8c50542218db5cb0,CFG731_b3506a753aafcfa3,MANDATORY_AND_PREFERRED_EQUIVALENT,8,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000109,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,EXACT_ENGINEER_CHOICE,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000111,CFG731_bbcb665ced67f8c3,CFG731_2e5bd0d53757f625,MANDATORY_AND_PREFERRED_EQUIVALENT,13,0,1,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000113,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,EXACT_ENGINEER_CHOICE,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000119,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,EXACT_ENGINEER_CHOICE,12,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000126,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,EXACT_ENGINEER_CHOICE,9,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000129,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,EXACT_ENGINEER_CHOICE,8,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000134,CFG731_608c0251ef380592,CFG731_5de6ca53a86b09c9,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000137,CFG731_da02526d254e2e35,CFG731_efc9d6b915117e15,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000142,CFG731_36c553adc9f5ebf3,CFG731_e3b7a52ea0694eb1,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000147,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000149,CFG731_8f470181ad32eeae,CFG731_88a813121973f952,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000150,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000165,CFG731_a56f1437a0b4ca31,CFG731_00e033bb831be6d5,MANDATORY_AND_PREFERRED_EQUIVALENT,4,0,10,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000169,CFG731_076cad91966d4c34,CFG731_b3ed2928d6d65710,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000181,CFG731_9755a9db60d7534d,CFG731_5be5a82ac0b29989,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000182,CFG731_3b2a32abbf148ca1,CFG731_7c35d25e0c12df82,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000186,CFG731_2be17a56b0589fd1,CFG731_0ef26d136a7182e8,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000198,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,EXACT_ENGINEER_CHOICE,15,0,1,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000212,CFG731_608c0251ef380592,CFG731_09db81b4dee54f57,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000214,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,EXACT_ENGINEER_CHOICE,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000216,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000218,CFG731_fd3397424975992e,CFG731_ef7dc9987c0ff289,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000223,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,EXACT_ENGINEER_CHOICE,10,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000224,CFG731_f87794e7a98d0b11,CFG731_192157d53112de14,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000232,CFG731_329b582435fea539,CFG731_b5710e5f11e2cbc2,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000241,CFG731_abcee67081353f16,CFG731_c821f5044ae6d2ab,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000243,CFG731_608c0251ef380592,CFG731_608c0251ef380592,EXACT_ENGINEER_CHOICE,12,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000249,CFG731_31aa13473958d7d3,CFG731_edd62f5541be2bb0,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000257,CFG731_3b2a32abbf148ca1,CFG731_f3a077220d123b51,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000260,CFG731_2be17a56b0589fd1,CFG731_de5e29fe1f740f3e,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000267,CFG731_8d07e19298d09d34,CFG731_a38141e3f47b5259,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000270,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,EXACT_ENGINEER_CHOICE,10,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000273,CFG731_32a4bb12438a37ab,CFG731_70576b93aef3bc09,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000275,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,EXACT_ENGINEER_CHOICE,8,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000279,CFG731_2be17a56b0589fd1,CFG731_353333bad447dbef,MANDATORY_AND_PREFERRED_EQUIVALENT,7,0,8,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000281,CFG731_54559f782190a122,CFG731_54559f782190a122,EXACT_ENGINEER_CHOICE,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000286,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,EXACT_ENGINEER_CHOICE,11,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000293,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,EXACT_ENGINEER_CHOICE,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000295,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000305,CFG731_0db950a4979d2c52,CFG731_f030e97d69c5c359,MANDATORY_AND_PREFERRED_EQUIVALENT,8,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000313,CFG731_a56f1437a0b4ca31,CFG731_646d8903da63e1f0,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000327,CFG731_608c0251ef380592,CFG731_576db798689c655c,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000329,CFG731_62d0f0f6bab9bdcb,CFG731_6be2d8f04f4b5682,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000334,CFG731_cf543b1c3927ab71,CFG731_624f3002b3cf1e19,MANDATORY_AND_PREFERRED_EQUIVALENT,8,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000343,CFG731_c39096767a7ae083,CFG731_7187559e0dc892c4,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000349,CFG731_edf13ed38a4b54de,CFG731_edf13ed38a4b54de,EXACT_ENGINEER_CHOICE,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000365,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000369,CFG731_819cb4e76943eca6,CFG731_c37386a371e13fa8,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000370,CFG731_d124ccffa669c3a2,CFG731_6e088ee30195b6c4,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000375,CFG731_7a885e8a3e0ce8ad,CFG731_7a885e8a3e0ce8ad,EXACT_ENGINEER_CHOICE,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000379,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,EXACT_ENGINEER_CHOICE,10,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000384,CFG731_0fdf5c36c9c41e69,CFG731_671960d0fb04b698,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000391,CFG731_63eca10a00ae1f5d,CFG731_a4416ae9d698efa6,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000396,CFG731_31d150421c4341a3,CFG731_31d150421c4341a3,EXACT_ENGINEER_CHOICE,9,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000410,CFG731_89772de94df83ba5,CFG731_6ad3ec8ed100118e,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000419,CFG731_8d2d91c46ccfb471,CFG731_acd18bc8a73cfdde,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000427,CFG731_a7d2a5a9ae465701,CFG731_ee8e327bbb737abf,MANDATORY_AND_PREFERRED_EQUIVALENT,7,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000433,CFG731_c39096767a7ae083,CFG731_a9a1b4f80067a4f8,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000471,CFG731_a56f1437a0b4ca31,CFG731_240d537f14b1a01d,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000480,CFG731_abcee67081353f16,CFG731_ebf26b0112810ef9,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000481,CFG731_8d2d91c46ccfb471,CFG731_5fb1bce2eb72cec6,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000484,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,EXACT_ENGINEER_CHOICE,13,0,0,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000511,CFG731_8b18ac1c34209d63,CFG731_1b33a9ed446bc0fd,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000512,CFG731_d9234c84a58b99ae,CFG731_9676c8784fca6c61,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000513,CFG731_7203705eed387b0a,CFG731_7203705eed387b0a,EXACT_ENGINEER_CHOICE,14,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000524,CFG731_5e61ce3b60d15e11,CFG731_23aa00a5306a83b2,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000543,CFG731_c775e192f3d489e9,CFG731_fd7b09f495a568bc,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000552,CFG731_a56f1437a0b4ca31,CFG731_e489ae1a5426e276,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000563,CFG731_fcc72e9951376cf3,CFG731_7c70763d4cf79560,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000564,CFG731_6e096e946540ab4e,CFG731_dc94cc026338b073,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,1,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000572,CFG731_8b8ba7e2341f1295,CFG731_8b8ba7e2341f1295,EXACT_ENGINEER_CHOICE,11,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000573,CFG731_219ac3d01befd6d1,CFG731_8ce087647633b913,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000582,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,EXACT_ENGINEER_CHOICE,7,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000589,CFG731_d124ccffa669c3a2,CFG731_ae2e4cfccaff4f50,MANDATORY_AND_PREFERRED_EQUIVALENT,8,0,7,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000592,CFG731_e0009be417f51ccd,CFG731_77fac91021549398,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000636,CFG731_996314000fcfec4b,CFG731_455da2f832a6b66d,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000637,CFG731_2be17a56b0589fd1,CFG731_e268c539b23ee9e5,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000638,CFG731_d27f5f5f307014a8,CFG731_54946322ece48230,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000646,CFG731_9755a9db60d7534d,CFG731_5be5a82ac0b29989,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000647,CFG731_5dd42015f6f61801,CFG731_a6849487313f00ac,MANDATORY_AND_PREFERRED_EQUIVALENT,8,0,8,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000652,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000653,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,EXACT_ENGINEER_CHOICE,10,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000655,CFG731_f97e51d1da57d99f,CFG731_f97e51d1da57d99f,EXACT_ENGINEER_CHOICE,8,0,8,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000664,CFG731_831a7150258499af,CFG731_db27f1c998b6e675,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000667,CFG731_d27f5f5f307014a8,CFG731_74d881f8ffd9c565,MANDATORY_AND_PREFERRED_EQUIVALENT,13,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000677,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,EXACT_ENGINEER_CHOICE,8,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000682,CFG731_c3a136a8630f644d,CFG731_1a1206cc52132df1,MANDATORY_AND_PREFERRED_EQUIVALENT,14,0,1,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000685,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,EXACT_ENGINEER_CHOICE,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000686,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,EXACT_ENGINEER_CHOICE,8,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000687,CFG731_e0009be417f51ccd,CFG731_77fac91021549398,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000688,CFG731_b7e96d5717c40fd6,CFG731_2683cf7e09782f5e,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000689,CFG731_8189439864af87ea,CFG731_76d13dd0246c6ccc,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000691,CFG731_608c0251ef380592,CFG731_3727d181b2806370,MANDATORY_AND_PREFERRED_EQUIVALENT,7,0,7,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000692,CFG731_cc9ac35e4d9a1854,CFG731_348f97ec6945fbf8,MANDATORY_AND_PREFERRED_EQUIVALENT,7,0,8,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000693,CFG731_cc9ac35e4d9a1854,CFG731_143205a81a2e7efc,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000705,CFG731_996314000fcfec4b,CFG731_e03b41992c837b34,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000708,CFG731_2be17a56b0589fd1,CFG731_07364aa0260e0bc7,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000711,CFG731_31aa13473958d7d3,CFG731_4d39aa53959ccce3,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,6,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000714,CFG731_ddd1ce28a3456ff6,CFG731_20fe81ae7d0a406e,MANDATORY_AND_PREFERRED_EQUIVALENT,13,0,1,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000734,CFG731_516629085c122a4e,CFG731_5718ef9495972b30,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000736,CFG731_eee37571734035ae,CFG731_8defc1a0775e52a5,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000737,CFG731_36c553adc9f5ebf3,CFG731_8956c16bd3b9a345,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000741,CFG731_5e61ce3b60d15e11,CFG731_04a704e692f8fd05,MANDATORY_AND_PREFERRED_EQUIVALENT,12,0,3,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000744,CFG731_62d0f0f6bab9bdcb,CFG731_9fcbeaf9d5010d3a,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000751,CFG731_11da8cc369b71f5a,CFG731_eea573acdafa9ee3,MANDATORY_AND_PREFERRED_EQUIVALENT,10,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000761,CFG731_5e61ce3b60d15e11,CFG731_243419c6708378b3,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000767,CFG731_608c0251ef380592,CFG731_75466cb810218a66,MANDATORY_AND_PREFERRED_EQUIVALENT,9,0,5,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000768,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,EXACT_ENGINEER_CHOICE,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000771,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,EXACT_ENGINEER_CHOICE,12,0,2,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000773,CFG731_3bcde7f8df32303c,CFG731_8a1a8cb1f6a30d3a,MANDATORY_AND_PREFERRED_EQUIVALENT,11,0,4,0
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,RFQ731-000781,CFG731_0fbee36816b7af98,CFG731_b44b2e6818291871,MANDATORY_AND_PREFERRED_EQUIVALENT,14,0,0,0
