rfq_id,target_package,preferred_configuration_id,rejected_configuration_id,preferred_rank,rejected_rank,preferred_score,rejected_score,score_margin,preferred_unmentioned_features,rejected_unmentioned_features,preferred_nearest_real_distance,rejected_nearest_real_distance,preferred_num_changed_characteristics,rejected_num_changed_characteristics,preferred_record_type,rejected_record_type,label,ml_split,preference_label_provenance,preference_generation_method
RFQ731-000003,X731,CFG731_abcee67081353f16,CFG731_3d5919a152529e0c,1,5,0.9052637144687368,0.4019549895183251,0.5033087249504118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_abcee67081353f16,CFG731_97fec9a076550ea5,1,6,0.9052637144687368,0.3398220194191486,0.5654416950495883,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_abcee67081353f16,CFG731_bd00839e452c6958,1,7,0.9052637144687368,0.2210725466641486,0.6841911678045882,6,6,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_b54844b4c5cc208b,CFG731_26a55fc6510692e1,2,3,0.8624063882275941,0.4696017496768545,0.3928046385507395,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_b54844b4c5cc208b,CFG731_23d75dfa953165d2,2,4,0.8624063882275941,0.469234463856031,0.393171924371563,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_b54844b4c5cc208b,CFG731_3d5919a152529e0c,2,5,0.8624063882275941,0.4019549895183251,0.460451398709269,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_b54844b4c5cc208b,CFG731_97fec9a076550ea5,2,6,0.8624063882275941,0.3398220194191486,0.5225843688084455,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_b54844b4c5cc208b,CFG731_bd00839e452c6958,2,7,0.8624063882275941,0.2210725466641486,0.6413338415634455,6,6,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_26a55fc6510692e1,CFG731_23d75dfa953165d2,3,4,0.4696017496768545,0.469234463856031,0.0003672858208235,6,6,1,1,1,1,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_26a55fc6510692e1,CFG731_3d5919a152529e0c,3,5,0.4696017496768545,0.4019549895183251,0.0676467601585294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_26a55fc6510692e1,CFG731_97fec9a076550ea5,3,6,0.4696017496768545,0.3398220194191486,0.1297797302577059,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_26a55fc6510692e1,CFG731_bd00839e452c6958,3,7,0.4696017496768545,0.2210725466641486,0.2485292030127059,6,6,1,2,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_23d75dfa953165d2,CFG731_3d5919a152529e0c,4,5,0.469234463856031,0.4019549895183251,0.0672794743377059,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_23d75dfa953165d2,CFG731_97fec9a076550ea5,4,6,0.469234463856031,0.3398220194191486,0.1294124444368824,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_23d75dfa953165d2,CFG731_bd00839e452c6958,4,7,0.469234463856031,0.2210725466641486,0.2481619171918824,6,6,1,2,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_3d5919a152529e0c,CFG731_97fec9a076550ea5,5,6,0.4019549895183251,0.3398220194191486,0.0621329700991765,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_3d5919a152529e0c,CFG731_bd00839e452c6958,5,7,0.4019549895183251,0.2210725466641486,0.1808824428541764,6,6,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000003,X731,CFG731_97fec9a076550ea5,CFG731_bd00839e452c6958,6,7,0.3398220194191486,0.2210725466641486,0.1187494727549999,6,6,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_455da2f832a6b66d,1,2,0.9052640538507368,0.862406644710594,0.0428574091401428,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_ae877a3b18b65d0a,1,3,0.9052640538507368,0.8338354167651655,0.0714286370855713,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_98bb5036a27a91a8,1,4,0.9052640538507368,0.8195491166664511,0.0857149371842856,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_4c72f78c1186e8f7,1,5,0.9052640538507368,0.4696023445528545,0.4356617092978823,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_e03b41992c837b34,1,6,0.9052640538507368,0.401955036891325,0.5033090169594118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_de503c5e46490150,1,7,0.9052640538507368,0.401954753079325,0.5033093007714118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_996314000fcfec4b,CFG731_22da0d6030817265,1,8,0.9052640538507368,0.4019547032573251,0.5033093505934118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_ae877a3b18b65d0a,2,3,0.862406644710594,0.8338354167651655,0.0285712279454285,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_98bb5036a27a91a8,2,4,0.862406644710594,0.8195491166664511,0.0428575280441428,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_4c72f78c1186e8f7,2,5,0.862406644710594,0.4696023445528545,0.3928043001577395,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_e03b41992c837b34,2,6,0.862406644710594,0.401955036891325,0.4604516078192689,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_de503c5e46490150,2,7,0.862406644710594,0.401954753079325,0.460451891631269,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_22da0d6030817265,2,8,0.862406644710594,0.4019547032573251,0.4604519414532689,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_ae877a3b18b65d0a,CFG731_98bb5036a27a91a8,3,4,0.8338354167651655,0.8195491166664511,0.0142863000987143,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_ae877a3b18b65d0a,CFG731_4c72f78c1186e8f7,3,5,0.8338354167651655,0.4696023445528545,0.3642330722123109,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_ae877a3b18b65d0a,CFG731_e03b41992c837b34,3,6,0.8338354167651655,0.401955036891325,0.4318803798738404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_ae877a3b18b65d0a,CFG731_de503c5e46490150,3,7,0.8338354167651655,0.401954753079325,0.4318806636858404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_ae877a3b18b65d0a,CFG731_22da0d6030817265,3,8,0.8338354167651655,0.4019547032573251,0.4318807135078404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_4c72f78c1186e8f7,4,5,0.8195491166664511,0.4696023445528545,0.3499467721135966,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_e03b41992c837b34,4,6,0.8195491166664511,0.401955036891325,0.4175940797751261,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_de503c5e46490150,4,7,0.8195491166664511,0.401954753079325,0.4175943635871261,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_22da0d6030817265,4,8,0.8195491166664511,0.4019547032573251,0.417594413409126,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_4c72f78c1186e8f7,CFG731_e03b41992c837b34,5,6,0.4696023445528545,0.401955036891325,0.0676473076615294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_4c72f78c1186e8f7,CFG731_de503c5e46490150,5,7,0.4696023445528545,0.401954753079325,0.0676475914735295,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_4c72f78c1186e8f7,CFG731_22da0d6030817265,5,8,0.4696023445528545,0.4019547032573251,0.0676476412955294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_e03b41992c837b34,CFG731_de503c5e46490150,6,7,0.401955036891325,0.401954753079325,2.838120000125955e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_e03b41992c837b34,CFG731_22da0d6030817265,6,8,0.401955036891325,0.4019547032573251,3.336339999826521e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000004,G731ST-LT,CFG731_de503c5e46490150,CFG731_22da0d6030817265,7,8,0.401954753079325,0.4019547032573251,4.982199997005665e-08,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_98bdc6937e342d40,1,2,0.9210527387899472,0.849624159157376,0.0714285796325713,5,5,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_541ce2492ce71d94,1,3,0.9210527387899472,0.4850237431562415,0.4360289956337058,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_3df9fddf845f3508,1,4,0.9210527387899472,0.4177447135665356,0.5033080252234117,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_8c429238b2628537,1,5,0.9210527387899472,0.4177441411385356,0.5033085976514118,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_42c4381af5ae3412,1,6,0.9210527387899472,0.3556116945603591,0.5654410442295882,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_d4dafb658c85c692,1,7,0.9210527387899472,0.2368619742243591,0.6841907645655881,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3b2a32abbf148ca1,CFG731_6638f62366414007,1,8,0.9210527387899472,0.2324504094304768,0.6886023293594705,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_541ce2492ce71d94,2,3,0.849624159157376,0.4850237431562415,0.3646004160011344,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_3df9fddf845f3508,2,4,0.849624159157376,0.4177447135665356,0.4318794455908404,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_8c429238b2628537,2,5,0.849624159157376,0.4177441411385356,0.4318800180188404,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_42c4381af5ae3412,2,6,0.849624159157376,0.3556116945603591,0.4940124645970168,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_d4dafb658c85c692,2,7,0.849624159157376,0.2368619742243591,0.6127621849330168,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_98bdc6937e342d40,CFG731_6638f62366414007,2,8,0.849624159157376,0.2324504094304768,0.6171737497268992,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_3df9fddf845f3508,3,4,0.4850237431562415,0.4177447135665356,0.0672790295897059,5,5,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_8c429238b2628537,3,5,0.4850237431562415,0.4177441411385356,0.0672796020177059,5,5,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_42c4381af5ae3412,3,6,0.4850237431562415,0.3556116945603591,0.1294120485958824,5,5,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_d4dafb658c85c692,3,7,0.4850237431562415,0.2368619742243591,0.2481617689318823,5,5,1,2,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_541ce2492ce71d94,CFG731_6638f62366414007,3,8,0.4850237431562415,0.2324504094304768,0.2525733337257647,5,5,1,2,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3df9fddf845f3508,CFG731_8c429238b2628537,4,5,0.4177447135665356,0.4177441411385356,5.724280000007909e-07,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3df9fddf845f3508,CFG731_42c4381af5ae3412,4,6,0.4177447135665356,0.3556116945603591,0.0621330190061764,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3df9fddf845f3508,CFG731_d4dafb658c85c692,4,7,0.4177447135665356,0.2368619742243591,0.1808827393421764,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_3df9fddf845f3508,CFG731_6638f62366414007,4,8,0.4177447135665356,0.2324504094304768,0.1852943041360588,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_8c429238b2628537,CFG731_42c4381af5ae3412,5,6,0.4177441411385356,0.3556116945603591,0.0621324465781764,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_8c429238b2628537,CFG731_d4dafb658c85c692,5,7,0.4177441411385356,0.2368619742243591,0.1808821669141764,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_8c429238b2628537,CFG731_6638f62366414007,5,8,0.4177441411385356,0.2324504094304768,0.1852937317080588,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_42c4381af5ae3412,CFG731_d4dafb658c85c692,6,7,0.3556116945603591,0.2368619742243591,0.1187497203359999,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_42c4381af5ae3412,CFG731_6638f62366414007,6,8,0.3556116945603591,0.2324504094304768,0.1231612851298823,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000006,X731,CFG731_d4dafb658c85c692,CFG731_6638f62366414007,7,8,0.2368619742243591,0.2324504094304768,0.0044115647938823,5,5,2,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_de67d4c164ed05bc,1,2,0.9052639929097368,0.8624067568015941,0.0428572361081428,6,6,0,0,0,0,OBSERVED,OBSERVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_5feb84333ab424ba,1,3,0.9052639929097368,0.8338355217621655,0.0714284711475714,6,6,0,0,0,0,OBSERVED,OBSERVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_404424158a3493ae,1,4,0.9052639929097368,0.8195490917194511,0.0857149011902858,6,6,0,0,0,0,OBSERVED,OBSERVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_bfee42801e80594e,1,5,0.9052639929097368,0.4696016021538545,0.4356623907558823,6,6,0,1,0,1,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_a59cc7e57b856164,1,6,0.9052639929097368,0.4019552082003251,0.5033087847094118,6,6,0,1,0,2,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_1d78950cabc90332,1,7,0.9052639929097368,0.401954865083325,0.5033091278264119,6,6,0,1,0,2,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000007,X731,CFG731_c887ba58c35036a9,CFG731_134ecd7b8190bed1,1,8,0.9052639929097368,0.4019544807923251,0.5033095121174118,6,6,0,1,0,2,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
